target,gene,is_positive,s1_wasserstein,ks_statistic,ks_p_value,t_abs_statistic,wilcoxon_neglog10_p,wilcoxon_p_value
KLF1,SPSB1,False,0.0017231746732225537,0.007167346938775514,0.9999993910077152,0.023822902864919702,0.09941121529122549,0.7954058571901133
KLF1,PEX14,False,0.000935123854539473,0.005187755102040817,0.9999999999996433,0.3235549276964113,0.043362548017107864,0.9049768129515641
KLF1,RP4-635E18.9,False,0.001625747347546529,0.01126530612244897,0.9932295263944626,0.86428173900013,0.6027385701718091,0.2496096836286842
KLF1,RP11-56N19.5,False,0.0028282355444957273,0.005930612244897958,0.9999999995789064,1.1847945487333482,0.1345553077844681,0.733575287011076
KLF1,PRAMEF1,False,0.0011670302005777127,0.008702040816326542,0.9999036083849673,0.10516109896451349,0.28181501733373887,0.5226187449535444
KLF1,PRAMEF2,False,0.001226925201433538,0.007151020408163275,0.999999433412134,0.25416048410517594,0.14424706971370066,0.717386054922001
KLF1,PRAMEF14,False,0.00560319638135161,0.01605306122448981,0.8552446577602351,2.546306130234864,1.4678213174668324,0.03405482732492964
KLF1,EFHD2,False,0.0015363917506189986,0.0066734693877551,0.9999999460882821,0.06043096983019902,0.1734163410600983,0.6707854888925144
KLF1,CLCNKA,False,0.000989391613535875,0.008481632653061233,0.9999449623469977,1.2175148348769134,0.26655626506599417,0.5413071142411844
KLF1,RP11-276H7.2,False,0.002113771698366819,0.007910204081632653,0.9999897532058429,0.8007584451503538,0.14149221432776266,0.721951105363391
KLF1,RP5-875O13.1,False,0.0005201266688477077,0.007934693877551025,0.9999889033764148,1.0731576509281548,0.18669933368905778,0.6505799373137874
KLF1,MRTO4,False,0.0015527726956882477,0.0070367346938775485,0.9999996629636416,0.7309847961822912,0.24833990237384493,0.5644949975308768
KLF1,PLA2G2A,False,0.0008640828470507041,0.0054530612244898,0.999999999993785,0.2079079071529383,0.010510174769731234,0.9760899140612462
KLF1,PLA2G5,False,0.0012390272208389515,0.005416326530612303,0.9999999999957112,1.1065499646212211,0.02305902169215019,0.9482895796485573
KLF1,RP4-749H3.2,False,0.002415542635687755,0.006726530612244895,0.9999999282089249,1.3905575070288358,0.12604311082014913,0.7480952361552935
KLF1,CELA3A,False,0.0016970952416321815,0.00724489795918367,0.9999991476880212,0.29882662287485623,0.05764226504771947,0.8757048095578519
KLF1,C1QA,False,0.0006171881715344853,0.009493877551020408,0.9994744934530324,0.6671847085662113,0.12692062197025217,0.7465852028029798
KLF1,TCEB3-AS1,False,0.0025353384995828745,0.007306122448979546,0.9999988970347676,1.831449438006587,0.24618512780622445,0.5673027282919123
KLF1,HMGCL,False,0.0007514612969004523,0.007453061224489799,0.9999980046128439,0.09090806241097575,0.18154521931697848,0.6583468784251904
KLF1,GRHL3,False,0.0037238912251474437,0.0062244897959183865,0.9999999964646495,1.348907051834512,0.021877502681658712,0.9508729595365923
KLF1,SRRM1,False,0.000630959518872713,0.0069918367346938765,0.9999997271053694,0.3505728840903701,0.20746949974714496,0.6201981982887964
KLF1,RP4-799D16.1,False,0.0006113869629367139,0.007661224489795934,0.9999956396287739,0.20200008409032616,0.22759823012172203,0.5921091465793897
KLF1,TMEM57,False,0.002635917362639094,0.005714285714285715,0.9999999999289658,0.7727638009607734,0.08669780099135789,0.8190345059921315
KLF1,RP1-187B23.1,False,0.0011478839045572949,0.008673469387755095,0.999910143070169,0.44880529796600493,0.2529532178807877,0.5585303562805124
KLF1,RP1-317E23.3,False,0.000507835929090047,0.005873469387755098,0.9999999997318015,0.7669399755690055,0.10647887476140967,0.7825662702454003
KLF1,AUNIP,False,0.0011249086652004455,0.007493877551020406,0.9999976619665671,0.03849276340649827,0.2369640643496248,0.5794766431759344
KLF1,ZNF593,False,0.0037394185051474837,0.013922448979591828,0.9442036182717645,1.4924747344576161,0.8657997251630992,0.13620726572665445
KLF1,CATSPER4,False,0.002343438321696738,0.006522448979591835,0.999999977046016,1.2509310629185741,0.1405398673516292,0.7235359800977114
KLF1,ARID1A,False,0.00260233543240791,0.01149387755102041,0.9913590335511178,1.296286941200285,0.5932803402088779,0.255105404734162
KLF1,TRNP1,False,0.004661969329944702,0.013183673469387758,0.9645537640972347,1.309482987741581,0.7849735265342564,0.16406897823471356
KLF1,IFI6,False,0.0007754992247829105,0.006199999999999997,0.9999999970049543,0.0254458130425751,0.10045746249998162,0.7934919725051806
KLF1,RPA2,False,0.0017285026284175233,0.0059469387755102035,0.999999999522113,0.34614315658439515,0.11428846340163526,0.7686197446050218
KLF1,RP11-460I13.2,False,0.0015593759280189486,0.005995918367346947,0.999999999305794,0.3355435390371998,0.16135690111343776,0.6896728011059718
KLF1,EPB41,False,0.0005340708504444703,0.0059020408163265314,0.9999999996633905,0.9791422766912022,0.11132740131803917,0.7738781747714779
KLF1,SNRNP40,False,0.0018360367689593204,0.007579591836734692,0.9999967659428372,0.7582640518698841,0.2314952807561555,0.5868197462377358
KLF1,RP11-73M7.1,False,0.002163534516669587,0.006179591836734694,0.9999999973954974,0.8372793034724887,0.04735303854552887,0.8966995699080162
KLF1,RP11-73M7.6,False,0.00031019605635704403,0.005371428571428555,0.9999999999973026,0.1679082123563332,0.04971233887817512,0.8918414664089466
KLF1,RP4-622L5.7,False,0.0031964762188892355,0.01070204081632653,0.996543437965589,2.0184734366874153,0.5081357600292782,0.3103589257514793
KLF1,HDAC1,False,0.0018380362169673548,0.00824081632653062,0.9999717043289914,0.6659717660879243,0.4250262276989907,0.37581470758591695
KLF1,GJB5,False,0.0013278949288853814,0.008432653061224482,0.999951702690257,0.9595072662826424,0.2686657471872603,0.538684218919929
KLF1,ZMYM6NB,False,0.002605959607712885,0.011885714285714277,0.9873075586547567,1.9290311847333013,0.66784051625103,0.21486193558075894
KLF1,ZMYM6,False,0.0009519652906942317,0.005012244897959206,0.9999999999999581,0.034764788363535346,0.008569213505326884,0.9804620456479382
KLF1,NCDN,False,0.0018256860555164723,0.007538775510204071,0.9999972250289593,1.238900003899403,0.3011381022077884,0.4998755532314556
KLF1,AGO3,False,0.0016426058987485679,0.0051183673469387785,0.999999999999843,0.8416177001521565,0.04151775420395841,0.9088291448568817
KLF1,RP1-144F13.3,False,0.0025840931829244624,0.006910204081632676,0.9999998160589796,2.0670117405431516,0.29180865354931557,0.5107299736885282
KLF1,RP11-656D10.3,False,0.0006980999136035294,0.009624489795918373,0.9993323369581376,0.40788698182103117,0.3880660199408977,0.40919845007250444
KLF1,EXO5,False,0.0015582841103457103,0.0060897959183673425,0.9999999986149556,0.0029498136678645357,0.0482735881332635,0.8948008992253951
KLF1,EDN2,False,0.001649408966376145,0.006730612244897946,0.9999999266302996,0.8595691164990497,0.1049894692691456,0.7852546751591116
KLF1,P3H1,False,0.0012184359763464173,0.0056122448979591955,0.9999999999714486,0.7280451931088027,0.03201730074423426,0.9289293808072334
KLF1,SZT2-AS1,False,0.0016288574856763262,0.011053061224489805,0.9946784652382751,0.1635056274089212,0.45665025912141494,0.3494215942571959
KLF1,CCDC24,False,0.001881119957378262,0.006632653061224486,0.9999999569515214,0.995057431238099,0.11686685758412349,0.7640699899431889
KLF1,SLC6A9,False,0.0004389006955948015,0.009395918367346962,0.999563828108556,1.4055385108730019,0.2590901547435371,0.550693366671054
KLF1,TMEM53,False,0.001245623737067749,0.008261224489795924,0.9999699941934045,0.6961859287778699,0.19701767927015498,0.6353050693113866
KLF1,PTCH2,False,0.0010025785259054456,0.006902040816326532,0.9999998233106212,0.8252002366644153,0.1310376932509695,0.7395410860835911
KLF1,TESK2,False,0.0026680561968644412,0.013273469387755102,0.9623805081984065,2.739198460538728,0.8245155592145245,0.14979055874957192
KLF1,CYP4B1,False,0.0011852034903766606,0.007775510204081626,0.9999934788704029,0.17665826298705797,0.20606360885837585,0.622209146751151
KLF1,LINC01562,False,0.0015663682914512495,0.006742857142857134,0.9999999217016715,0.47772855297079964,0.1832754391845458,0.6557292563699035
KLF1,BTF3L4,False,0.00031475133717527186,0.006346938775510208,0.9999999921264584,0.26853652630119723,0.11475406671067102,0.7677961556711141
KLF1,RP11-334A14.8,False,0.002329790089417548,0.008387755102040817,0.9999572413113647,1.2713080523259626,0.4565591236823515,0.34949492706069607
KLF1,RP5-1024G6.5,False,0.002974916096125906,0.01323265306122448,0.9633785328906445,0.813621941510121,0.8389318347867031,0.14489992651217157
KLF1,TM2D1,False,0.00261717768313852,0.0083265306122449,0.9999639018828429,0.9703120795600128,0.307086455642907,0.4930756368900222
KLF1,FOXD3,False,0.0030882356628292636,0.01140408163265308,0.9921343532188186,1.0916352482120417,0.6449963735573937,0.22646632178883452
KLF1,PGM1,False,0.00031201981123337667,0.0061836734693877515,0.9999999973213959,0.7579631444965153,0.09252844632481798,0.8081119959757991
KLF1,AK4,False,0.0007265849795185374,0.010395918367346962,0.9977150571264428,0.6293450278635079,0.4911456037714561,0.3227411901818581
KLF1,LEPR,False,0.0006131610939118251,0.008363265306122442,0.9999600234616033,0.27682805680484657,0.3020256833992222,0.4988549851957005
KLF1,IL12RB2,False,0.0006076781206036226,0.009355102040816327,0.9995971257553509,1.5753118327939966,0.3041300573315593,0.49644363017007964
KLF1,LRRC40,False,0.0028496311688013237,0.009971428571428562,0.998795848082913,0.9017641138497403,0.5470481283297516,0.2837604548887538
KLF1,HHLA3,False,0.0011856307301429537,0.009902040816326535,0.9989243810821007,1.2058930310637939,0.3008012688693347,0.5002634008094904
KLF1,RP5-952N6.1,False,0.002329973229472888,0.006995918367346948,0.999999721770584,1.8911286096224071,0.3208159323965352,0.47773170841607304
KLF1,RP11-262K1.1,False,0.000611618393737548,0.008265306122448968,0.9999696415636763,0.2858970483374684,0.23631754351962306,0.5803399346397968
KLF1,LINC01360,False,0.0009421984075244594,0.007673469387755094,0.9999954435138819,0.9510955208453002,0.17890922541625173,0.6623549321475591
KLF1,RP11-386I14.4,False,0.0011411717026446164,0.007742857142857145,0.9999941765925362,0.4384091256421653,0.028283324348152592,0.9369505611733381
KLF1,PTGFR,False,0.0011305629241651675,0.004926530612244906,0.9999999999999865,1.147520644316698,0.04149464091935278,0.908877514307892
KLF1,LINC01140,False,0.0032222323819219066,0.008122448979591836,0.9999800454318615,1.9722030681148415,0.3572510305593536,0.439287625347067
KLF1,ABCA4,False,0.0017459499259935602,0.004791836734693883,0.999999999999998,1.1295724543772032,0.012735067074063883,0.9711021886470687
KLF1,RP11-57H12.3,False,0.0022769907918966654,0.012032653061224488,0.9854855462950473,1.5248947458166737,0.6973005476334188,0.20077029280305214
KLF1,RP11-147C23.1,False,0.002538098015186052,0.005510204081632608,0.9999999999890926,0.6444311893514801,0.10721627688497505,0.781238654027592
KLF1,RP11-413P11.1,False,0.0006620965053921475,0.006502040816326535,0.9999999796411936,0.11032413601631673,0.06579053097876782,0.8594279410516111
KLF1,RP5-936J12.1,False,0.002737409678892495,0.010681632653061213,0.9966336789013767,1.294131561667937,0.5589446783924137,0.27609295285039437
KLF1,RP11-153F1.2,False,0.0009975818633495815,0.005183673469387751,0.9999999999996597,0.9360188960966999,0.04636413350592223,0.8987437153207678
KLF1,PRMT6,False,0.0005400421516040555,0.008604081632653082,0.9999244527690805,0.3778261943289103,0.22895024158532767,0.5902687051446096
KLF1,RP11-475E11.9,False,0.0013686703591661677,0.006073469387755104,0.9999999987689115,0.3237940584855408,0.07156139225021771,0.8480834881500736
KLF1,RSBN1,False,0.00295372217624077,0.01136326530612243,0.9924692001266817,1.8345838838168194,0.6575835170076401,0.2199968603956679
KLF1,HIPK1-AS1,False,0.001267191199609194,0.008253061224489808,0.9999706887596742,0.8194087747046014,0.24359411160933414,0.5706973926526864
KLF1,TSPAN2,False,0.0006425157181068815,0.010155102040816322,0.9983950001011741,0.6079987391937277,0.46650776949070394,0.3415798397976151
KLF1,HAO2,False,0.0006249279916726597,0.007453061224489799,0.9999980046128439,0.8466602993031819,0.19811398686458387,0.6337033648194702
KLF1,NBPF26,False,0.0007298095220322909,0.005053061224489792,0.9999999999999297,0.8913101303555765,0.04093254698381632,0.9100546079793183
KLF1,CH17-118O6.3,False,0.002476444893709849,0.009061224489795933,0.9997799088763978,0.475383138672704,0.3333151416112303,0.4641783264502878
KLF1,RP11-763B22.6,False,0.0006612187461766596,0.006693877551020407,0.9999999397613228,0.3194086975869663,0.004064555355184648,0.9906846744181719
KLF1,RP5-998N21.7,False,0.0007937260811098253,0.007502040816326536,0.9999975874313564,0.5741058051538437,0.1717862440790549,0.6733079709988041
KLF1,GPR89B,False,0.0014182203908955856,0.00483265306122449,0.9999999999999963,1.1822946707526765,0.01842051515829564,0.9584721204083073
KLF1,FCGR1A,False,0.0008407932934249307,0.008485714285714284,0.9999443656561443,0.3032520955468623,0.22650590015459635,0.593600283715815
KLF1,HIST2H2AA3,False,0.002118245846542456,0.007330612244897949,0.9999987794424523,1.0662611141301297,0.15544665702248867,0.6991226024420656
KLF1,ANP32E,False,0.0016422487727327491,0.005477551020408145,0.9999999999920738,0.730901090865828,0.07015158550254928,0.8508410100826399
KLF1,MRPS21,False,0.0022024454013334443,0.008400000000000005,0.9999557883479671,0.121820810318947,0.2622988873852966,0.5466396285622401
KLF1,CTSS,False,0.0005564861864736209,0.007481632653061218,0.9999977699075837,0.4789753588299676,0.2234737548196292,0.5977591672363944
KLF1,RP11-98D18.3,False,0.001061006220452804,0.011416326530612253,0.9920317818545512,0.6187576226530076,0.6386745852014475,0.22978697861600283
KLF1,C2CD4D,False,0.0023177749746021003,0.011391836734693878,0.9922359432417224,0.4361934009220879,0.6741311724041765,0.21177214113389708
KLF1,LCE1D,False,0.0014088535037271198,0.004526530612244839,1.0,0.9491482073851805,0.06935457881330534,0.852403886485129
KLF1,PGLYRP3,False,0.0012546420365621962,0.00880408163265306,0.9998768406201063,1.428551392265543,0.30219430756312987,0.4986613316267463
KLF1,UBE2Q1,False,0.0010637099310138705,0.006661224489795933,0.9999999495856126,0.7305537832496595,0.16337927360846274,0.6864686783687992
KLF1,LENEP,False,0.0017366654616264327,0.005599999999999994,0.9999999999744921,0.05552551483136569,0.04416742387413883,0.9033011770167436
KLF1,ZBTB7B,False,0.0011205419594427044,0.012204081632653074,0.9831348514120193,1.6889942325774654,0.7462040721223075,0.1793890491405974
KLF1,TRIM46,False,0.0032803626145203454,0.010942857142857143,0.9953310677033602,0.8813512568775806,0.5887043172949014,0.2578075802802675
KLF1,YY1AP1,False,0.0020541746407094397,0.007110204081632657,0.9999995279872838,0.15018254887712632,0.0740311599114174,0.8432742520596104
KLF1,SYT11,False,0.0015808881805261905,0.009020408163265312,0.9997986066363114,1.9576524088560183,0.3494526598706376,0.44724690113537535
KLF1,KIAA0907,False,0.002161352737344976,0.007522448979591825,0.9999973917060684,1.032607388294467,0.19427648068846337,0.6393276969023373
KLF1,AL365181.2,False,0.0019144344574142172,0.01121224489795919,0.9936165914313032,0.31435595485619067,0.5942059938752233,0.2545622530512546
KLF1,RP11-284F21.11,False,0.0007750082467507074,0.007122448979591828,0.9999995012397885,1.1598668103704408,0.14611768288998964,0.7143027417571595
KLF1,HAPLN2,False,0.0009046274548600179,0.007253061224489793,0.9999991175459396,0.7633728983744319,0.23541119054201662,0.5815523425643365
KLF1,PRCC,False,0.0014490197906519644,0.009224489795918361,0.999689801714311,1.8590099267850024,0.30143012363607347,0.4995395477945731
KLF1,OR6N1,False,0.0008171420316632958,0.0054489795918367355,0.9999999999940338,0.31770532674748886,0.011822081149806575,0.9731458139749304
KLF1,CADM3,False,0.0014908710793215829,0.007546938775510201,0.9999971381727069,1.2664658368122088,0.21074309981491343,0.6155408787266248
KLF1,RP11-190A12.8,False,0.0007951824508954476,0.007314285714285718,0.9999988590233398,0.4701355879281789,0.2406024148576481,0.5746422913390457
KLF1,LY9,False,0.002092723139644382,0.009942857142857142,0.9988502057265314,0.5914690774814594,0.49936942441121573,0.31668724766341383
KLF1,ITLN2,False,0.001608981295494444,0.010591836734693882,0.9970092225295027,0.1503711070786332,0.5049767010816552,0.31262470787221475
KLF1,F11R,False,0.0046089965098075674,0.007142857142857145,0.999999453595989,1.6518354028133888,0.3137783277598858,0.4855362639543349
KLF1,RP11-544M22.13,False,0.0024192479446438903,0.011571428571428552,0.9906453763807144,1.212271895330744,0.6217098022979303,0.23894073633143853
KLF1,PPOX,False,0.0015940425029166258,0.011395918367346963,0.9922021886113314,1.4907861875148096,0.6390027255637162,0.2296134237890577
KLF1,FCGR2B,False,0.0024297174839973917,0.01302448979591836,0.9682056866500692,2.0863876834101327,0.8012489156431443,0.158034200749805
KLF1,ATF6,False,0.0012282895530721348,0.0063755102040816344,0.9999999905715381,0.7987055756682878,0.22151670771725043,0.6004589082441578
KLF1,RP11-359K18.3,False,0.0015809629890954817,0.009861224489795928,0.9989946302905635,0.8287775071320922,0.35131974348859085,0.44532826071376996
KLF1,CCDC190,False,0.0003366654004447755,0.008334693877551036,0.9999630695144677,0.9340095625483302,0.36657313120483737,0.42995882641411487
KLF1,RXRG,False,0.0020643127784762422,0.009363265306122442,0.9995906412199359,1.247490863848067,0.3243427377195914,0.4738678693018915
KLF1,LRRC52,False,0.002455598199364679,0.01010204081632654,0.9985204040059211,1.2329615062301593,0.4205119310343768,0.37974150648510085
KLF1,RP11-276E17.2,False,0.0006670255575484955,0.0066530612244898035,0.9999999518001403,0.18906800814034827,0.11639966273076603,0.7648923850154677
KLF1,CREG1,False,0.002045938053172394,0.008542857142857144,0.9999354061588633,1.0764536457967881,0.3004533365778432,0.500664344270492
KLF1,RP11-360D2.1,False,0.0008364293001421709,0.006567346938775587,0.9999999702296621,1.1020992360103241,0.12531873380510133,0.7493440550992811
KLF1,CENPL,False,0.0019869881881267653,0.008555102040816304,0.999933332291141,0.16190174914127625,0.37562863281324677,0.42108654750024876
KLF1,RASAL2,False,0.00016260954194949605,0.0049510204081632675,0.9999999999999812,0.29753841780321616,0.08461417968735209,0.8229734418078901
KLF1,ABL2,False,0.0017768952482598987,0.005220408163265314,0.9999999999994809,0.9938352399128771,0.0024384536846819662,0.9944009861284041
KLF1,AXDND1,False,0.00028486204014715425,0.008257142857142852,0.9999703432486063,1.9664601537820863,0.24433057086834822,0.5697304468643056
KLF1,RP11-12M5.3,False,0.0015271452965106393,0.008363265306122442,0.9999600234616033,1.0125871962288535,0.2645057939678297,0.5438688758607974
KLF1,STX6,False,0.0020038162446127396,0.004485714285714204,1.0,1.3827019891070762,0.033440167214631396,0.925890936402315
KLF1,ZNF648,False,0.003768411126905604,0.01250204081632654,0.9784399662594829,0.9663968347140965,0.8306299607896986,0.14769644400818616
KLF1,RP11-538D16.3,False,0.0017128197660889915,0.005277551020408167,0.9999999999990153,0.7495171716808814,0.04321564236772607,0.9052829846848778
KLF1,LINC01036,False,0.0018254904958202095,0.011302040816326533,0.992951457161589,0.7478711358491439,0.5507729894153742,0.28133710266333845
KLF1,RP11-309H21.2,False,0.0014748729016010684,0.011424489795918369,0.9919628531394827,0.6916720262406529,0.592557591306375,0.25553030227145335
KLF1,RP5-1011O1.2,False,0.0012353067241883567,0.005600000000000001,0.9999999999744921,0.8052283150719542,0.10108437770978175,0.7923473728444796
KLF1,RP11-101E13.5,False,0.0006247015094427186,0.004179591836734692,1.0,0.18072057787123277,0.0504410727711653,0.8903462364070661
KLF1,RP11-563D10.1,False,0.0017507112511391083,0.0063265306122448975,0.9999999930878657,0.46784404936641055,0.025688226091818776,0.9425660085981176
KLF1,ATP6V1G3,False,0.0017910343529534925,0.00794285714285714,0.9999886066030357,1.756062131498774,0.32466504461654705,0.4735163239124741
KLF1,RP11-553K8.2,False,0.002525247833855264,0.00890204081632653,0.9998454210833211,1.7075856983788755,0.11172080228498885,0.7731774829881006
KLF1,IGFN1,False,0.0018553168254963374,0.007102040816326538,0.9999995450897177,0.6582494571655443,0.1748000498436864,0.6686516954569282
KLF1,ATP2B4,False,0.0009902875609751002,0.007824489795918377,0.9999922931183628,0.03685642448148058,0.22277645225562454,0.5987196993603183
KLF1,ZC3H11A,False,0.0036445270648896386,0.010840816326530667,0.9958790979642594,1.9660688851096961,0.7582913294838097,0.17446514290555581
KLF1,ETNK2,False,0.0008447642817741753,0.007334693877551035,0.9999987587825198,0.7541736851173253,0.1139724048426493,0.7691793125396982
KLF1,LRRN2,False,0.0005996999721042793,0.009693877551020413,0.9992448197781447,0.9368533421022363,0.36512146867471684,0.43139840128830853
KLF1,RP11-23I7.1,False,0.001037412893364137,0.0070857142857142855,0.9999995776207091,1.260208056712421,0.007076908906651071,0.9838368633499694
KLF1,RP11-534L20.5,False,0.00097176213387671,0.005661224489795932,0.9999999999555074,0.6790399015220585,0.004470241266450732,0.989759681874575
KLF1,LAMB3,False,0.0015294228017284027,0.008151020408163262,0.9999782595594202,0.212032049309379,0.2660161965803389,0.5419806773949218
KLF1,SYT14,False,0.00208264913619489,0.005791836734693884,0.9999999998624431,1.1710044278264018,0.05470079519068249,0.8816560759535417
KLF1,TRAF5,False,0.0022281498993943455,0.007399999999999997,0.9999983825365999,0.8700797338419786,0.0821222066203095,0.8277092208967796
KLF1,BATF3,False,0.002286056830568234,0.013212244897959191,0.9638711773930134,0.6430378728608531,0.8924814892833559,0.12809096889462754
KLF1,TGFB2,False,0.0010978456265862359,0.009302040816326532,0.9996372245229788,0.9228886281667529,0.31934929271188595,0.47934776556434056
KLF1,LYPLAL1-AS1,False,0.0015100153773691353,0.009881632653061218,0.9989599867730261,0.2914119723615845,0.38809052615138,0.4091753606231924
KLF1,RP11-95P13.1,False,0.0002863187678991553,0.006493877551020405,0.9999999806013193,0.1988565156286742,0.09549142877148674,0.8026174011597021
KLF1,RP11-400N13.2,False,0.0008233055667099982,0.009955102040816316,0.9988271641547577,0.30041515748173403,0.4643043757283553,0.34331724932022756
KLF1,RP11-400N13.3,False,0.0006515964349197947,0.008281632653061213,0.9999681946845658,0.26550735837326567,0.239262296915932,0.5764182241324314
KLF1,TAF1A,False,0.0006725697144910547,0.008424489795918366,0.9999527535821471,0.2522629968559033,0.26047305220113526,0.5489426162200448
KLF1,MIA3,False,0.001413639695790566,0.007857142857142861,0.9999914001858031,0.6328551727791379,0.375265387522975,0.4214388929629399
KLF1,RP4-559A3.7,False,0.0019783914056735524,0.006493877551020405,0.9999999806013193,1.0228871516409928,0.0062182310694194574,0.985784009019973
KLF1,ACBD3,False,0.0005739398147527928,0.005640816326530615,0.9999999999629644,0.0920869020344656,0.015448577276476805,0.9650535723989188
KLF1,ADCK3,False,0.000794745447528598,0.0064244897959183644,0.9999999872298034,0.6095114110396913,0.12556904233288385,0.7489122900812479
KLF1,MRPL55,False,0.00103287704552789,0.009146938775510205,0.9997358419854441,3.0567786120672147,0.3402743167889799,0.45679956662184806
KLF1,RP11-543E8.1,False,0.0004782487956308391,0.0077959183673469434,0.9999930060510046,1.1388067755467455,0.21673162452710318,0.6071113826423691
KLF1,GNPAT,False,0.0031402513307383167,0.006767346938775509,0.9999999109234033,1.7085892148634418,0.15481074791240132,0.700147031931809
KLF1,RP4-799P18.2,False,0.0029981147721313875,0.008081632653061221,0.9999823734785814,2.0793980176685944,0.35036213588443255,0.44631128087040006
KLF1,TARBP1,False,0.0021682133879330824,0.010542857142857145,0.9971998051725348,0.564025589404716,0.5245984413977332,0.29881442484441456
KLF1,IRF2BP2,False,0.001775447279674783,0.007453061224489799,0.9999980046128439,0.13308166974362873,0.18748194949734515,0.6494086222678948
KLF1,RBM34,False,0.0018093557580338333,0.007114285714285712,0.9999995192194645,0.38574123644730207,0.06211358140690656,0.8667351681249437
KLF1,RP5-940F7.2,False,0.0013547488756202092,0.009771428571428556,0.999136111424888,0.8212804641854413,0.43486266787310096,0.36739846047116653
KLF1,LGALS8-AS1,False,0.000738137325163228,0.009865306122448986,0.9989877776403713,0.015217166744928168,0.4434569517006054,0.36019945244954943
KLF1,HEATR1,False,0.002332553821717098,0.010681632653061213,0.9966336789013767,1.7336905427853684,0.6302866810151508,0.23426818830836882
KLF1,RP11-544D21.2,False,0.0015675090234705893,0.010522448979591828,0.9972763513566041,1.6883085822066954,0.5507309223078329,0.2813643551656243
KLF1,GREM2,False,0.0003900923419622092,0.007391836734693874,0.9999984345872428,0.08318778995483461,0.1922246915219494,0.6423552951060284
KLF1,WDR64,False,0.0013613212047480967,0.006648979591836732,0.9999999528735852,0.6399535013859807,0.24422532240189881,0.5698685340948878
KLF1,DESI2,False,0.0017869432424328442,0.008183673469387753,0.9999760486851937,0.10542614623399371,0.27873113894802015,0.5263430115868257
KLF1,RP11-173A6.3,False,0.0011136782984278379,0.006620408163265312,0.9999999597944076,0.26452089340027535,0.09422459156009305,0.8049620545176508
KLF1,RP11-439E19.9,False,0.0014205492582601135,0.005755102040816321,0.9999999998990823,1.0073500692392585,0.13229243396889548,0.7374075265396736
KLF1,OR14A16,False,0.0035829907923683605,0.012122448979591832,0.9842851378978351,2.285474055048178,0.8245155592145245,0.14979055874957192
KLF1,OR2AK2,False,0.00183840723637622,0.007665306122448978,0.999995575108751,0.1755636349287146,0.004221091659813665,0.9903276582004474
KLF1,OR2M2,False,0.0009376147805166286,0.005518367346938776,0.9999999999881967,0.8011995860156008,0.03370552268330978,0.9253253865505565
KLF1,OR2M4,False,0.0005028617830337065,0.009885714285714303,0.9989529432239842,0.5719410832665041,0.42974937492530885,0.37174969859092755
KLF1,OR2T10,False,0.0013466715792044882,0.006779591836734693,0.9999999050398947,0.900559032631553,0.06960656715280285,0.8519094442436999
KLF1,OR2T27,False,0.0016159463944187805,0.009363265306122442,0.9995906412199359,0.6017061797343438,0.35809608464705994,0.4384336866264139
