gene,W_observed,W_std_observed,W_null_mean,W_null_std,z_score,p_value_perm
PLA2G2A,0.03578062106227988,0.851247971791414,0.03718795556256802,0.0035663053745003015,-0.3946197401800827,0.6441779110444777
PLA2G5,0.03877491526242308,0.9224844900279783,0.03781317881968306,0.004205698173529481,0.22867462263297267,0.4172913543228386
RP4-749H3.2,0.04957490788372516,1.1794244631559863,0.04845616384431684,0.003978848886082255,0.28117278927619643,0.4107946026986507
CELA3A,0.035139521889024423,0.8359957387460191,0.04240798909671263,0.003922054155715156,-1.8532296901348306,0.9715142428785607
C1QA,0.03437550968497453,0.8178193119593141,0.0336055443825237,0.004062521128624759,0.1895289348836982,0.43228385807096453
TCEB3-AS1,0.028699664777820665,0.6827866791548826,0.026794259121024556,0.0024132480476600983,0.7895606332898966,0.23488255872063968
HMGCL,0.04250810872745744,1.011299979280779,0.040797566823804976,0.0033576054980583685,0.5094529135842983,0.33883058470764615
GRHL3,0.04132341250321734,0.9831151622448203,0.04058097296016164,0.003673858870302871,0.202087115827203,0.4427786106946527
SRRM1,0.04106243872952762,0.9769063992622704,0.043164197692894125,0.004632157118331829,-0.4537322266226104,0.657671164417791
RP4-799D16.1,0.04815078755460911,1.1455435660179276,0.04682944229295782,0.0036433585261634502,0.3626723124179239,0.3828085957021489
TMEM57,0.061049438445343475,1.4524122028275404,0.05768638012601184,0.006409806922632246,0.5246738879851595,0.3053473263368316
RP1-187B23.1,0.044706678207825826,1.0636056060542356,0.04445079832122771,0.00406421533395992,0.06295923458092223,0.4702648675662169
RP1-317E23.3,0.031383878979654986,0.7466461602742296,0.03408648422599119,0.003378056776883886,-0.8000473126532804,0.7656171914042978
AUNIP,0.03426669136507087,0.8152304420246503,0.035417005375815755,0.0034920777730745325,-0.3294067559474839,0.6221889055472264
ZNF593,0.04035516209910889,0.9600797545796237,0.041444640711234965,0.003417149942081358,-0.3188266920070934,0.6316841579210395
CATSPER4,0.02819683462383484,0.6708239704028192,0.0308176005166808,0.0038634797727558146,-0.6783433710011556,0.7201399300349826
ARID1A,0.04853004417907935,1.1545663672657542,0.05377325979702715,0.004115503338385165,-1.2740156396046256,0.887056471764118
TRNP1,0.047575223840316,1.1318504709881925,0.04780718620256885,0.004069246917523075,-0.05700375694919504,0.5292353823088456
IFI6,0.03274366471434062,0.7789964888699035,0.03537434541430634,0.0039769109923737545,-0.6614884529752528,0.7081459270364817
RPA2,0.029460805079957353,0.7008947812282028,0.03107142310159304,0.002649861706340733,-0.6078121049795429,0.7071464267866067
RP11-460I13.2,0.03244792008783152,0.7719605010639378,0.030141599633642848,0.003163495319873735,0.7290418416932011,0.24987506246876562
EPB41,0.02476928503176916,0.5892799794983055,0.026353221759703217,0.00353292225742183,-0.44833614003437305,0.6351824087956022
SNRNP40,0.04214236535573831,1.0025986685117416,0.04261791655364514,0.0034314112233886055,-0.13858764425125697,0.5677161419290355
RP11-73M7.1,0.05973202129383069,1.4210698547929301,0.058568730986352915,0.004506246852402923,0.2581505952913923,0.4112943528235882
RP11-73M7.6,0.01725869812051951,0.4105974500912257,0.018968031807387896,0.0015125577048338036,-1.1300948594593654,0.8490754622688655
RP4-622L5.7,0.061913057385247265,1.4729583490141631,0.05705890194478778,0.004857886399995517,0.9992319788424134,0.1744127936031984
HDAC1,0.03623582075102015,0.8620775158377786,0.03751667946465366,0.003506937040052219,-0.3652357310681761,0.6286856571714143
GJB5,0.034292670471625646,0.8158485045709993,0.03543689851213233,0.0028567659394529033,-0.4005326529221334,0.6661669165417291
ZMYM6NB,0.029056785807401946,0.6912828578988452,0.03271497869860306,0.003905302809432818,-0.9367245178440777,0.8020989505247377
ZMYM6,0.040950445123708004,0.9742419868798914,0.04306585010153423,0.004160340870776066,-0.5084691479694922,0.6916541729135433
NCDN,0.04004205471660927,0.9526306937083272,0.04239360884143161,0.003939314787617695,-0.5969449641886699,0.7066466766616691
AGO3,0.04998102188617703,1.1890862216900686,0.04801402031996893,0.003563047817006725,0.5520558991152023,0.31434282858570717
RP1-144F13.3,0.03287043815330021,0.7820125246341663,0.03824302972633206,0.0030075636567067523,-1.7863600529455634,0.952023988005997
RP11-656D10.3,0.028152218541968994,0.6697625201520961,0.02780966635659994,0.0022251538232013622,0.1539453955035795,0.47626186906546725
EXO5,0.0344236859221997,0.8189654609921968,0.03785490766660305,0.0042351693205876844,-0.8101734510881452,0.7641179410294853
EDN2,0.050924612290111616,1.2115349493449925,0.049810507416897506,0.0036489413835424167,0.3053227651830614,0.3983008495752124
P3H1,0.0351512967171608,0.8362758707915707,0.03550555700976409,0.0029179093600031317,-0.12140894349198217,0.552223888055972
SZT2-AS1,0.031601925934458215,0.7518336618468956,0.03463018512018065,0.0029973659505834528,-1.0103067945817423,0.8280859570214892
CCDC24,0.044187503469981244,1.0512540473200738,0.042380760253903686,0.004032225943737461,0.44807588693873596,0.36231884057971014
SLC6A9,0.041431436975008826,0.9856851459339319,0.04328994515162374,0.004477343532590727,-0.41509170852912375,0.6381809095452274
TMEM53,0.04843065086976021,1.15220172544413,0.04407504162326629,0.0035861132004269473,1.2145766190468705,0.12043978010994502
PTCH2,0.03643787404198757,0.8668845160804634,0.038309222526817226,0.003496508167321619,-0.5352049517056231,0.7001499250374813
TESK2,0.04003450625526279,0.9524511101175294,0.04441592616169955,0.0036972675228728485,-1.1850427050061894,0.8695652173913043
CYP4B1,0.026629374686463085,0.6335329158336567,0.02679302246262362,0.002778224533096209,-0.058903725818790595,0.543728135932034
LINC01562,0.04171799800310025,0.9925026490044542,0.043953147812680116,0.0041396467533069085,-0.5399373286607867,0.7151424287856072
BTF3L4,0.030841722819329048,0.733747856159598,0.0336180625681834,0.00408010255897052,-0.6804583239581214,0.7416291854072964
RP11-334A14.8,0.04006828621932723,0.9532547609498331,0.04370376014911356,0.0037716224115410418,-0.9639018791122338,0.8160919540229885
RP5-1024G6.5,0.05459904437443929,1.2989524610149237,0.05430165060744348,0.004466566907675489,0.0665821811568292,0.4757621189405297
TM2D1,0.035534797979944605,0.8453996551874852,0.04089951052135911,0.004295389923554967,-1.2489465768859447,0.8925537231384307
FOXD3,0.040836173452562914,0.9715233776046035,0.04104607949758579,0.004217352038037161,-0.04977199985435067,0.5187406296851574
PGM1,0.039072027380270255,0.9295530114846581,0.0391067195109373,0.004121678805117286,-0.008416990335113747,0.4852573713143428
AK4,0.030683086057368233,0.7299737679000441,0.03187702523819254,0.0035666961295777668,-0.33474653781778985,0.6131934032983508
LEPR,0.03645668430469199,0.8673320264226716,0.038889993062848995,0.003512442690645114,-0.692768244913353,0.7371314342828585
IL12RB2,0.04052603594423349,0.964144972280606,0.039978147441310105,0.004436804210445202,0.12348719414607871,0.45177411294352826
LRRC40,0.05173183297754828,1.2307393385525605,0.048589718451841436,0.003884999214870068,0.8087812511467389,0.2283858070964518
HHLA3,0.024174311548040665,0.5751251114089007,0.029517429786915347,0.0026367642732779482,-2.026392079498315,0.9705147426286856
RP5-952N6.1,0.03482952272074158,0.8286206246361081,0.036542009547156105,0.00330177487125434,-0.5186564478770644,0.6981509245377311
RP11-262K1.1,0.04028408744069302,0.9583888348296014,0.03915151102406387,0.003833047870674956,0.2954767210955131,0.42128935532233885
LINC01360,0.02827921255302602,0.6727838034929802,0.02791496737883549,0.0032725726967947843,0.11130239354110552,0.4302848575712144
RP11-386I14.4,0.0240517882104079,0.5722101887619331,0.027081312747033983,0.0030693527680907585,-0.9870238990191058,0.8185907046476761
PTGFR,0.027769329504502366,0.6606533010584054,0.027991140384157474,0.0027794166275222592,-0.07980483294899017,0.5617191404297851
LINC01140,0.030201600417500172,0.7185188612434221,0.033080967017117525,0.002924864164231876,-0.9844445546665104,0.8270864567716142
GFI1,0.026786532405448246,0.637271816544872,0.030642936208906218,0.0024148866419831027,-1.596929535496099,0.9330334832583708
ABCA4,0.04752858081350131,1.1307407981877928,0.047357991112466635,0.003916895952957864,0.043552267684314604,0.49225387306346824
RP11-57H12.3,0.04772707661379646,1.1354631630432337,0.04626692643702062,0.0037168649480695745,0.3928445604498325,0.3658170914542729
RP11-147C23.1,0.0453848839587474,1.0797406325794705,0.048782249703843567,0.004045230750109112,-0.8398447344455332,0.7741129435282359
RP11-413P11.1,0.03404201697132276,0.8098852686790382,0.03690002253055505,0.004200850178114357,-0.6803397974347706,0.7236381809095452
RP5-936J12.1,0.048950675829170835,1.164573511590846,0.04661000381573821,0.003402004640774119,0.6880272840838759,0.2673663168415792
RP11-153F1.2,0.044027471728750336,1.047446771451163,0.044765719531024775,0.004081644744829297,-0.18087017573236774,0.5712143928035982
PRMT6,0.031521000303622745,0.7499083800303858,0.03652170242625499,0.003993887108940031,-1.2520890015740442,0.8715642178910544
RP11-475E11.9,0.03536503550328369,0.841360877780789,0.044343589746843305,0.004931138698002714,-1.8207872042204223,0.974512743628186
RSBN1,0.05440236065356027,1.2942732068960185,0.05317455698821595,0.005216187679453003,0.2353833375629356,0.4272863568215892
HIPK1-AS1,0.03885116348220205,0.9242984927063157,0.038453095152164135,0.003989807460244188,0.09977131327875331,0.4542728635682159
TSPAN2,0.0327970749781344,0.7802671593439616,0.03449318140833595,0.00300279254774169,-0.564843026361289,0.7061469265367316
HAO2,0.03423647562198185,0.8145115866985807,0.037531569111522806,0.0036566408616157246,-0.901125818542872,0.8055972013993004
NBPF26,0.0419992743884099,0.9991944264358994,0.04189162092421566,0.003130852665061436,0.03438471103914602,0.5052473763118441
CH17-118O6.3,0.0505840864738045,1.2034335832460226,0.05004522886030577,0.004236657609755976,0.1271893230781605,0.4707646176911544
RP11-763B22.6,0.039569687732506784,0.9413927267524554,0.04291823277318556,0.004583685404801906,-0.7305355287190568,0.7451274362818591
RP5-998N21.7,0.037824615954206234,0.8998761524782658,0.04072008468662921,0.003227265256942591,-0.8971895713233335,0.8000999500249875
GPR89B,0.03157185123186336,0.7511181619805981,0.03186743995868609,0.0026444548080010537,-0.11177681158641462,0.5667166416791605
FCGR1A,0.03333670171577617,0.7931052865844702,0.04040493841466342,0.0037757288314959375,-1.8720191555935504,0.9800099950024987
HIST2H2AA3,0.025596448270920946,0.6089588170579661,0.02671297674958566,0.002976200525989939,-0.375152302042333,0.6306846576711644
ANP32E,0.045097800337562576,1.0729106966249562,0.04232727584395423,0.00394329521366897,0.7025911942896619,0.2698650674662669
MRPS21,0.06093623020906329,1.4497188934700573,0.05447236979071987,0.004425855264695985,1.4604771353243264,0.06946526736631684
CTSS,0.04541844814508126,1.0805391498967578,0.04266594358595611,0.003740529657533783,0.7358595736786074,0.2538730634682659
RP11-98D18.3,0.029137949658400948,0.6932138071527841,0.031753369464910426,0.0034597397484845078,-0.7559585392673072,0.7596201899050474
C2CD4D,0.044436705998322286,1.0571827634942945,0.04812618040669796,0.0037927612892992273,-0.9727673657672578,0.8235882058970515
LCE1D,0.024183884181465134,0.5753528515806853,0.027641119127450483,0.002712610696769638,-1.2745046497465804,0.8760619690154923
PGLYRP3,0.048514887253703926,1.1542057725750705,0.051669000059136244,0.004538242671996351,-0.6950075245854569,0.743128435782109
UBE2Q1,0.04697169871146715,1.1174921528091004,0.04777267570980239,0.004091944528020351,-0.19574483301287346,0.5727136431784108
LENEP,0.05901949203932944,1.40411824622022,0.05831884969633798,0.004817987103540487,0.14542221220904028,0.4547726136931534
ZBTB7B,0.032645221784055996,0.7766544572825778,0.03227453593413482,0.00258825651486078,0.143218358687749,0.47226386806596704
TRIM46,0.04258201047015195,1.0130581574988444,0.04126774070054429,0.0029412043531641965,0.4468474855185524,0.35132433783108447
YY1AP1,0.053664815748012636,1.2767264571104375,0.05009311735647168,0.0044801720552357475,0.7972234877378845,0.23288355822088955
SYT11,0.026570483377662185,0.6321318471633938,0.0283687074498984,0.0030822810898727586,-0.5834069054066722,0.6891554222888556
KIAA0907,0.040225689229833474,0.956999497331409,0.049128556499643386,0.00444219346201371,-2.0041601848141997,0.9790104947526237
AL365181.2,0.03805632826856097,0.9053887632652681,0.040168952415400846,0.0035158974991951497,-0.6008776272128306,0.7181409295352323
RP11-284F21.11,0.04253539395904193,1.0119491155270652,0.045673776806027515,0.004642544513433578,-0.6760049016017698,0.7231384307846077
HAPLN2,0.03744095370845803,0.8907485381761654,0.038085879560122125,0.004014711475496274,-0.16064064767801764,0.5742128935532234
PRCC,0.02702167000841866,0.6428659175324445,0.03027050157556179,0.003732127359234663,-0.8705039390213409,0.7831084457771115
OR6N1,0.050888021277656806,1.2106644215505271,0.052624093523410485,0.004523600062066415,-0.3837811083945642,0.6441779110444777
CADM3,0.022359824481778527,0.5319570950598022,0.02484513142419458,0.002493974334391787,-0.9965246667312154,0.8150924537731135
RP11-190A12.8,0.0340039367734542,0.8089793120399792,0.03550925464371034,0.004029982640742856,-0.37352961648954836,0.6516741629185407
LY9,0.045420253902891464,1.080582110237519,0.05113081552925274,0.0042194588576565445,-1.3533872041432253,0.9065467266366817
ITLN2,0.04332608906802289,1.0307603487545118,0.04990701856397782,0.005087896025521558,-1.2934481095808643,0.895552223888056
F11R,0.045862166405363995,1.0910955420973025,0.046921241446484185,0.004152417587330341,-0.25505022528359883,0.6036981509245377
RP11-544M22.13,0.054056805756788916,1.286052195178329,0.052473257619632764,0.005125592897343272,0.30894926087030083,0.3638180909545227
PPOX,0.027452082676433513,0.6531057596537772,0.027914731691005393,0.0030927112853193625,-0.14959334121100742,0.5482258870564718
FCGR2B,0.03527929317412201,0.8393210030768674,0.033950648486304275,0.002502327641002107,0.5309635181448642,0.32283858070964516
ATF6,0.022347280694968632,0.531658668907223,0.024090749950081106,0.0028446095813242254,-0.6129028273541863,0.7136431784107946
RP11-359K18.3,0.0508919498154886,1.2107578844296536,0.04756337435540237,0.004251972462805499,0.782830907115031,0.22538730634682658
CCDC190,0.026924758972232822,0.6405603308615534,0.03577179967913996,0.0029410859501252952,-3.008086420095972,0.9960019990004998
RXRG,0.05744574237883186,1.3666775543922558,0.05357877070469068,0.004634627072864703,0.8343652279558506,0.22138930534732634
LRRC52,0.04473388137664664,1.064252789965457,0.05215144783625966,0.004665765029370858,-1.58978568636001,0.9345327336331835
RP11-276E17.2,0.02832934921036277,0.6739765923994674,0.03257357729964351,0.002459307402878818,-1.7257818539937466,0.952023988005997
CREG1,0.03466727097032133,0.824760533073571,0.03928456905308709,0.002945671100409776,-1.567485956637673,0.9250374812593704
RP11-360D2.1,0.047258299850629806,1.1243106101522715,0.04729320003480947,0.003793038836321967,-0.009201114379699178,0.5217391304347826
CENPL,0.031232305469498668,0.7430401121043757,0.032538119359146696,0.00356993896915413,-0.36578045197155395,0.6186906546726637
RASAL2,0.02170886195520858,0.5164702053970889,0.02274001396091406,0.00265387322942151,-0.3885460670366007,0.6476761619190404
ABL2,0.045484918184302954,1.0821205222819346,0.053365952863754146,0.004351570159933837,-1.811078390051944,0.9585207396301849
AXDND1,0.014400898064418905,0.3426082305271866,0.01951302228450449,0.0026798848089828564,-1.9075910288941942,0.9825087456271864
RP11-12M5.3,0.03156490747178943,0.7509529646893256,0.03381260982026366,0.00321268226149523,-0.6996341889807789,0.7391304347826086
STX6,0.033221414421635835,0.7903625148718312,0.03762547584470167,0.0035948875476151726,-1.225090177295649,0.8750624687656172
ZNF648,0.06009888573129134,1.42979783656181,0.06073848539618244,0.005149888770746965,-0.12419679207912729,0.5307346326836582
RP11-538D16.3,0.050477293397873546,1.2008928953935294,0.050142691836329266,0.003955467987879299,0.08459215510516242,0.48825587206396803
LINC01036,0.04747340285315701,1.1294280728790589,0.04519899842791181,0.004134407044776958,0.5501162320527818,0.31084457771114443
RP11-309H21.2,0.045001149502447546,1.070611300333863,0.04216640358020083,0.002899221293214324,0.9777611418905806,0.1729135432283858
RP5-1011O1.2,0.055150956693321054,1.3120828715026855,0.05249707408741652,0.004147790574431365,0.6398304249650598,0.2933533233383308
RP11-101E13.5,0.04554073464075913,1.0834484378949198,0.04696317321716712,0.0036164950501308083,-0.3933196525062294,0.6466766616691654
RP11-563D10.1,0.0426123913981997,1.0137809426997155,0.044896511529555705,0.003984045524645585,-0.5733167749279642,0.6956521739130435
ATP6V1G3,0.037313620672422755,0.8877191891752523,0.043925733394544954,0.005048395009335921,-1.3097455151378858,0.9100449775112444
RP11-553K8.2,0.023582990883432468,0.5610571466424443,0.024581334042799687,0.002398685432239068,-0.41620428671019705,0.6736631684157921
IGFN1,0.04419378614570141,1.0514035169157776,0.04399005633953601,0.00405265984378204,0.05027064052215229,0.5047476261869065
ATP2B4,0.03164410045778904,0.752837025577898,0.030872124875800235,0.00287068687970149,0.26891667894796073,0.4052973513243378
ZC3H11A,0.04863244139571699,1.157002474308954,0.05056179816575042,0.004536820790346558,-0.4252662512344889,0.6571714142928535
ETNK2,0.02351481612432095,0.559435217684866,0.026440351858264974,0.002599776040606586,-1.1253029831220966,0.8515742128935532
LRRN2,0.030453148518122995,0.7245033803519766,0.03385479677254116,0.003542955026103342,-0.9601161260461657,0.8160919540229885
RP11-23I7.1,0.03148924755742066,0.7491529582405773,0.033145736209984185,0.0027641916761637266,-0.5992669274160192,0.7191404297851074
RP11-534L20.5,0.041445349999994927,0.9860161472958223,0.04064858374085678,0.0043369606660647,0.18371535286742469,0.43778110944527737
LAMB3,0.04329648517967005,1.0300560499142646,0.049558622619427034,0.004594221758507964,-1.3630464023988602,0.9035482258870565
SYT14,0.03374191225187672,0.8027455509723832,0.03624765748358839,0.002821453871126142,-0.8881042704098896,0.809095452273863
TRAF5,0.048953462611907604,1.1646398112548002,0.049137602397020384,0.004039985709773252,-0.04557931595332729,0.5247376311844077
BATF3,0.042876069339290925,1.0200540398650595,0.040748460882942004,0.003652714065727091,0.5824733110954331,0.2863568215892054
TGFB2,0.04345372036515439,1.033796793611944,0.04318617585199183,0.0037176029771391,0.07196694074320427,0.46976511744127936
LYPLAL1-AS1,0.040659565472337095,0.9673217405031197,0.04375076927136886,0.0032433103470275986,-0.9531014513811664,0.823088455772114
RP11-95P13.1,0.03694080545632351,0.8788496338926576,0.03919123853116813,0.003699493195906307,-0.6083084778571505,0.7066466766616691
RP11-400N13.2,0.030561666137719865,0.7270850963994616,0.03310050200248616,0.0032440923584625848,-0.7826028313107233,0.7756121939030485
RP11-400N13.3,0.047102248265989466,1.1205980252117052,0.05138157677888935,0.004039456583493133,-1.0593822273983673,0.847576211894053
TAF1A,0.04030228764821877,0.9588218314988182,0.04144899414017138,0.0038159857287958406,-0.3005007286320374,0.6266866566716641
MIA3,0.04016524349062237,0.9555614475888592,0.04609582747661216,0.005684519764625635,-1.0432867210516774,0.8310844577711144
RP4-559A3.7,0.02917586853560157,0.6941159258514354,0.03219606922582251,0.003352028571000856,-0.9010068459288304,0.7951024487756122
ACBD3,0.03632958234002931,0.8643081747840573,0.038869748941810146,0.004007928680892229,-0.6337853799373084,0.711144427786107
ADCK3,0.02419880007979876,0.5757077120561881,0.025458752881422665,0.002307964815788791,-0.5459150819824027,0.7051474262868566
MRPL55,0.030567558906938734,0.7272252898253125,0.035722949013212865,0.003750070255945448,-1.3747449392716375,0.9115442278860569
RP11-543E8.1,0.031246375622841542,0.7433748516684282,0.0312813670822473,0.002903302434701459,-0.012052295684905104,0.5282358820589705
GNPAT,0.0424463530840978,1.009830765930204,0.04603662869647478,0.0035792944569897588,-1.0030679664719473,0.8295852073963018
RP4-799P18.2,0.05869240814303785,1.3963366735404386,0.05389330130830741,0.0050682566120794905,0.9468949980338796,0.1889055472263868
TARBP1,0.056489766190847474,1.3439341595896295,0.05161361675279451,0.004258260594429168,1.1451035768999422,0.1294352823588206
IRF2BP2,0.04269053628682268,1.0156400685609013,0.04700074902948331,0.004559110689598784,-0.9454064698394032,0.8160919540229885
RBM34,0.0449084094835536,1.0684049453114068,0.04521549900290306,0.003665464501521333,-0.08377915519901706,0.5292353823088456
RP5-940F7.2,0.04650437104065977,1.1063740749187152,0.04663381361887936,0.0033467623961403177,-0.0386769548889544,0.5372313843078461
LGALS8-AS1,0.02433788281850388,0.5790165953488468,0.026906365457851012,0.0023036357520398276,-1.1149690818405913,0.856071964017991
HEATR1,0.04370038733518893,1.0396651869409574,0.043646243854652836,0.004080359237660346,0.013269292575094176,0.47926036981509246
RP11-544D21.2,0.04523109126726856,1.0760817884115665,0.04683378500080562,0.004230979966358511,-0.37879965073825844,0.6356821589205397
GREM2,0.040099328475111905,0.9539932796365417,0.0436572543747456,0.003511038699703544,-1.013354224758059,0.841079460269865
WDR64,0.044029874943502224,1.0475039457433521,0.04380387878845193,0.00395872284364548,0.05708814786394045,0.5097451274362819
DESI2,0.04954954055707149,1.1788209553150766,0.047978261976238015,0.004476473612353309,0.35100811864437326,0.37631184407796103
RP11-173A6.3,0.05568965489661486,1.3248989082104707,0.056860505616785996,0.004540335659622141,-0.25787756852066945,0.5977011494252874
RP11-439E19.9,0.03398515323282777,0.8085324374361683,0.03686915289997852,0.0029962799916706992,-0.9625267582361783,0.8100949525237381
OR14A16,0.04798406224219823,1.1415770450403007,0.050774013908079216,0.004362757482657488,-0.6394927238040051,0.7351324337831084
OR2AK2,0.04917609985966324,1.1699365193602107,0.04768693895046788,0.00444456546206572,0.33505208144764803,0.3933033483258371
OR2M2,0.03453542702068199,0.8216238660345024,0.034434642626154484,0.003338075705138067,0.03019236333443857,0.48225887056471767
OR2M4,0.025783994962282286,0.6134206943506951,0.026361534556672298,0.0022876663130790807,-0.2524579704164267,0.6271864067966016
OR2T10,0.038184722174800935,0.9084433511687845,0.03885538109495122,0.0031253549235633433,-0.21458648267238992,0.5962018990504747
OR2T27,0.03734320880960399,0.8884231132832427,0.042053007909772185,0.0035594972345717388,-1.3231641408297976,0.9035482258870565
AC079779.7,0.03619133511602222,0.8610191690164662,0.03886309706577522,0.003978676036929575,-0.671520356257707,0.7286356821589205
FAM150B,0.027833396635005874,0.6621775064321657,0.028628761617960043,0.0027580086514061024,-0.28838378826283595,0.6016991504247876
AC092159.3,0.04650817916376674,1.1064646730406846,0.045275146833619134,0.003605071804537735,0.34202712095657806,0.3918040979510245
AC116609.1,0.05145316484458879,1.2241096134124696,0.050244377340062506,0.004468434833972467,0.2705169817709386,0.4012993503248376
RPS7,0.05492666849250842,1.3067468859783937,0.05334297495676192,0.004434416694996429,0.3571368332465137,0.4012993503248376
SOX11,0.043686711373186526,1.0393398254863149,0.044563559018314214,0.004185620500891571,-0.2094904793544431,0.5942028985507246
LINC01247,0.03187675850855687,0.7583721361477322,0.031166231812863817,0.0039733301805306345,0.1788239747037908,0.4362818590704648
AC011747.3,0.033244550352712204,0.7909129361283539,0.03197052119196154,0.0032982369244329295,0.3862758164256894,0.39480259870064965
RN7SL832P,0.046864490945554366,1.1149415991690532,0.05468242224964968,0.004694772890174155,-1.665241639368248,0.9475262368815592
AC092687.3,0.039815941618494506,0.9472512925003203,0.03939979000056495,0.003724390794826671,0.11173682915003988,0.4752623688155922
ATP6V1C2,0.04220460144224679,1.0040793119673252,0.04066807117123015,0.0040477383598755586,0.3796021714861624,0.3698150924537731
AC092687.4,0.05152157397500872,1.2257371182403098,0.04976578406550983,0.004957908703121114,0.35413921768940976,0.344327836081959
GACAT3,0.03079416836428849,0.7326164997940263,0.03302152294172289,0.0028782320998355935,-0.7738620445382531,0.7801099450274862
RP11-130L8.1,0.02241721251731687,0.5333223997249189,0.02836456507234468,0.003446928839587048,-1.7254062476498035,0.9630184907546226
AC009411.2,0.03929553795891774,0.93487049679092,0.03771476865471472,0.003239236970879972,0.48800668750507104,0.32983508245877063
TP53I3,0.05125845306315017,1.2194772732206933,0.053466625520611724,0.004433240859268606,-0.4980944026185458,0.6841579210394803
CENPO,0.031096806969455968,0.7398165005538282,0.03200875057086392,0.00290213010235357,-0.31423250138524356,0.5962018990504747
RAB10,0.02923952977390214,0.6956304747434394,0.031107206635504262,0.0027385678444137216,-0.681990356898341,0.7436281859070465
SLC30A3,0.040127164621032746,0.9546555225505582,0.041254384912237936,0.003821261973588607,-0.2949863942844475,0.5997001499250375
C2orf16,0.05524396435694749,1.3142955939952676,0.059255298520239565,0.005197133151933822,-0.7718359422443131,0.7636181909045477
ALK,0.04145564732842542,0.9862611285085874,0.04496922126348844,0.005643478973508078,-0.6225900639581909,0.7126436781609196
XDH,0.0313597149066828,0.7460712787462654,0.03519962489406924,0.003853573022964705,-0.9964544500657201,0.8280859570214892
