gene,W_observed,p_value_perm,z_score,perturbation,mean
RP11-7O11.3,0.001734934485948078,0.8109452736318408,-1.0410913107256217,SPI1_pDS255,0.0088418862690707
CCDC24,0.0016940329640539686,0.5223880597014925,-0.5433483006205542,SPI1_pDS255,0.0244452149791955
PTCH2,0.00020953081624343505,0.029850746268656716,2.0510422353533317,SPI1_pDS255,0.0038141470180305
PRDX1,0.040053013095406785,0.04477611940298507,2.060220851997034,SPI1_pDS255,12.192961165048544
RP4-533D7.5,0.00029463464807132165,0.004975124378109453,3.4026598647791726,SPI1_pDS255,0.0029472954230235
CYP4A22-AS1,8.430867499140274e-05,0.004975124378109453,2.730720298308927,SPI1_pDS255,0.002253814147018
LINC00853,0.007165806622367362,0.04477611940298507,1.0458327209033111,SPI1_pDS255,0.0114424410540915
RP1-18D14.7,0.0002619378597734134,0.07960199004975124,1.5390883392600871,SPI1_pDS255,0.0027739251040221
RNF11,0.004958653209722871,0.8109452736318408,-0.9531075617170656,SPI1_pDS255,0.1314147018030513
RP11-191G24.1,0.0005504468374672888,0.2736318407960199,-0.04605472880549277,SPI1_pDS255,0.0071081830790568
TXNDC12,0.0967596188491211,0.004975124378109453,6.281484943350893,SPI1_pDS255,1.34500693481276
ZYG11B,0.0060772047254226335,0.5373134328358209,-0.3014372370150041,SPI1_pDS255,0.065880721220527
TMEM59,0.06681543637186427,0.004975124378109453,3.606112738616039,SPI1_pDS255,1.774618585298197
RP11-67L3.4,0.008077472969543859,0.03482587064676617,2.2466947647386704,SPI1_pDS255,0.0133495145631067
JUN,0.013894943401338932,0.39303482587064675,0.09884775785270307,SPI1_pDS255,0.1045423023578363
RP4-794H19.1,0.00013352687996682968,0.05472636815920398,1.6921996422147634,SPI1_pDS255,0.0027739251040221
RP4-792G4.2,0.02266791100036437,0.1890547263681592,0.9257718514882101,SPI1_pDS255,0.1737170596393897
JAK1,0.01967888501360919,0.21890547263681592,0.6275359429696913,SPI1_pDS255,0.2609223300970874
GADD45A,0.12408223607417196,0.004975124378109453,8.281414778955616,SPI1_pDS255,1.6471914008321775
DEPDC1,0.009999605240016451,0.6666666666666666,-0.6120640498819875,SPI1_pDS255,0.1858529819694868
SLC44A5,0.00025958182014547746,0.004975124378109453,2.6432661860460764,SPI1_pDS255,0.0026005547850208
DNAJB4,0.0098764798125264,0.14427860696517414,0.9131365418020605,SPI1_pDS255,0.0457697642163661
PRKACB,0.0003926287548592274,0.4626865671641791,-0.2265943908379527,SPI1_pDS255,0.0088418862690707
CTBS,0.008808279295269736,0.43781094527363185,-0.16335391231517551,SPI1_pDS255,0.0292995839112343
ODF2L,0.024502504485425364,0.417910447761194,0.22650536080050893,SPI1_pDS255,0.4259708737864077
CLCA1,0.18688456615431598,0.004975124378109453,16.791540813098308,SPI1_pDS255,0.5022538141470181
RP4-612B15.3,0.0006420639205779281,0.06965174129353234,0.13923039327702375,SPI1_pDS255,0.0083217753120665
PKN2,0.005329674668944225,0.7562189054726368,-0.776605190488928,SPI1_pDS255,0.0948335644937586
GTF2B,0.016749411883876335,0.48258706467661694,-0.1883512751513158,SPI1_pDS255,0.3368585298196949
ZNF326,0.030142130612626054,0.1791044776119403,0.9500226600757985,SPI1_pDS255,0.574375866851595
BTBD8,0.00012404382236626165,0.004975124378109453,4.016373403942399,SPI1_pDS255,0.004507628294036
FNBP1L,0.007875548090321285,0.1691542288557214,0.609457775974794,SPI1_pDS255,0.0292995839112343
DNTTIP2,0.03346780428908429,0.11940298507462686,1.076065179178546,SPI1_pDS255,0.6139042995839112
RWDD3,0.00035923286142361486,0.03980099502487562,1.69658970998519,SPI1_pDS255,0.0041608876560332
PTBP2,0.002561602596844617,0.527363184079602,-0.5790938632852628,SPI1_pDS255,0.0242718446601941
RP4-549L20.3,0.008001040977470439,0.014925373134328358,2.2610258312918106,SPI1_pDS255,0.0110957004160887
STXBP3,0.006222222605856425,0.5870646766169154,-0.3444975265811975,SPI1_pDS255,0.0738557558945908
WDR47,0.00087696133776079,0.6517412935323383,-0.6500000507263723,SPI1_pDS255,0.0078016643550624
RP5-1065J22.8,0.0026952365977105956,0.9303482587064676,-1.6023406313879796,SPI1_pDS255,0.0232316227461858
KIAA1324,0.00010348114422863055,0.9850746268656716,-2.288186392435212,SPI1_pDS255,0.002253814147018
GSTM2,0.00017944972318386396,0.9303482587064676,-1.5092217656948952,SPI1_pDS255,0.0029472954230235
RP5-1074L1.4,0.0012507376889380197,0.7860696517412935,-0.8603229014873586,SPI1_pDS255,0.0287794729542302
LAMTOR5-AS1,0.003488469832375764,0.7164179104477612,-0.544087437076113,SPI1_pDS255,0.0292995839112343
CD53,0.12170125877486002,0.004975124378109453,15.603956539537874,SPI1_pDS255,0.211511789181692
LRIF1,0.06328235943041563,0.009950248756218905,4.579464748567288,SPI1_pDS255,0.3743065187239944
DENND2D,0.05310612685139787,0.014925373134328358,3.368414895536342,SPI1_pDS255,0.5892857142857143
CHI3L2,0.46054171482184825,0.004975124378109453,27.612669727400117,SPI1_pDS255,2.55253120665742
OVGP1,0.0001672287576478092,0.04477611940298507,1.4440041183389076,SPI1_pDS255,0.002253814147018
RHOC,0.17916539027555273,0.004975124378109453,13.870926847558788,SPI1_pDS255,1.1385228848821085
ZNF697,0.00033127547519590147,0.6616915422885572,-0.1813936092776655,SPI1_pDS255,0.0038141470180305
PHGDH,0.027542100161833283,0.06965174129353234,2.11814750997837,SPI1_pDS255,0.209257975034674
RP11-417J8.6,0.0002625234310222284,0.9900497512437811,-0.36988750649174973,SPI1_pDS255,0.004507628294036
NBPF10,0.019872629607339064,0.014925373134328358,3.157066355579409,SPI1_pDS255,0.0445561719833564
TXNIP,0.01821052574722715,0.24875621890547264,0.5387620755837224,SPI1_pDS255,0.1633148404993065
ITGA10,0.0004060301949230211,0.014925373134328358,2.73505792729472,SPI1_pDS255,0.002253814147018
RP11-337C18.8,0.00406541321291179,0.6865671641791045,-0.025241362351569586,SPI1_pDS255,0.0123092926490984
RP11-14N7.2,0.0023626179091519772,0.4427860696517413,-0.44055446779165947,SPI1_pDS255,0.0254854368932038
RP11-277L2.3,0.00011520933305871684,0.004975124378109453,4.115621295158324,SPI1_pDS255,0.0017337031900138
HIST2H2BF,0.00018001587257931003,0.014925373134328358,2.357722356414474,SPI1_pDS255,0.002253814147018
RP11-196G18.24,0.001058021736039968,0.7213930348258707,-0.7232177955482946,SPI1_pDS255,0.0142163661581137
HIST2H2BE,0.008074579501305768,0.8656716417910447,-0.9423635444548444,SPI1_pDS255,0.1180651872399445
HIST2H2AC,0.009169432759235147,0.8805970149253731,-0.9550192946518199,SPI1_pDS255,0.2548543689320388
SV2A,0.0002779936015594512,0.04477611940298507,0.9372013960969012,SPI1_pDS255,0.0292995839112343
RPRD2,0.010454886301153732,0.3034825870646766,0.3563330482243469,SPI1_pDS255,0.0957004160887656
ECM1,0.02031308471991265,0.004975124378109453,5.83349399844239,SPI1_pDS255,0.0124826629680998
LINC00568,0.00013401847738164072,0.9054726368159204,-0.23720759426488042,SPI1_pDS255,0.0053744798890429
MCL1,0.028712330680924533,0.12437810945273632,1.1423746581816037,SPI1_pDS255,0.3876560332871012
CTSS,0.0624778488654435,0.004975124378109453,10.048312862647807,SPI1_pDS255,0.1078363384188626
FAM63A,0.0016291865091184064,0.5970149253731343,-0.5853269107991487,SPI1_pDS255,0.012135922330097
C1orf56,0.007086294991781687,0.1044776119402985,1.5180159974640113,SPI1_pDS255,0.0166435506241331
CDC42SE1,0.03723380806734345,0.01990049751243781,2.6497088213285718,SPI1_pDS255,0.2761789181692094
MLLT11,0.06827798553955688,0.009950248756218905,4.407402450136635,SPI1_pDS255,0.5773231622746186
LYSMD1,0.0052144161051603756,0.263681592039801,1.1035525322448319,SPI1_pDS255,0.0069348127600554
S100A11,0.10726541455973594,0.004975124378109453,6.419025553042024,SPI1_pDS255,2.162274618585298
S100A4,0.028882189166024034,0.014925373134328358,2.6482027810530613,SPI1_pDS255,0.2009361997226074
S100A16,0.00012855177012889164,0.3781094527363184,0.8841447360086778,SPI1_pDS255,0.0292995839112343
S100A13,0.04725690265786378,0.01990049751243781,2.5431043389485195,SPI1_pDS255,0.6217059639389736
S100A1,0.0041300180519199476,0.5422885572139303,-0.48412373374017603,SPI1_pDS255,0.052877947295423
RP1-178F15.4,0.001410200932000105,0.4577114427860697,-0.3746822477788883,SPI1_pDS255,0.0136962552011095
RAB13,0.0012505336661876125,0.11940298507462686,-0.025098914326242415,SPI1_pDS255,0.0055478502080443
PBXIP1,0.006418020575440364,0.10945273631840796,1.2261868693760434,SPI1_pDS255,0.0123092926490984
MUC1,0.002120425344374659,0.8656716417910447,-0.9062274912251369,SPI1_pDS255,0.0273925104022191
THBS3,0.0004128218414632795,0.04975124378109453,0.1419804438088955,SPI1_pDS255,0.0039875173370319
FDPS,0.027978063474935165,0.472636815920398,-0.09606573727856292,SPI1_pDS255,2.542995839112344
RAB25,0.00023958793980423344,0.004975124378109453,3.1117113572724633,SPI1_pDS255,0.0020804438280166
LMNA,0.01837371182992578,0.38308457711442784,0.10088454374380333,SPI1_pDS255,0.3770804438280166
C1orf61,0.01800103732646176,0.014925373134328358,2.988248449231457,SPI1_pDS255,0.0454230235783633
MEF2D,0.0017356335716657847,0.8507462686567164,-1.180917858107731,SPI1_pDS255,0.0211511789181692
HAPLN2,0.000624810584785139,0.8258706467661692,-0.7008150635689079,SPI1_pDS255,0.0164701803051317
RP11-284F21.9,0.006513707649462187,0.05472636815920398,1.8125394373275727,SPI1_pDS255,0.009882108183079
CRABP2,0.0003690125621837821,0.11442786069651742,1.1435070862866974,SPI1_pDS255,0.002253814147018
SH2D2A,0.01982293959542493,0.009950248756218905,5.30824487937603,SPI1_pDS255,0.029126213592233
NTRK1,0.07049074808334774,0.004975124378109453,12.755139590516066,SPI1_pDS255,0.0825242718446602
PEA15,0.010030826704287458,0.582089552238806,-0.39882831463937163,SPI1_pDS255,0.1289875173370319
RP11-574F21.2,0.0006709058097733163,0.8557213930348259,-0.29681201282297626,SPI1_pDS255,0.0046809986130374
NCSTN,0.025547191475415284,0.03980099502487562,2.1649266478767952,SPI1_pDS255,0.1704230235783634
NHLH1,0.0006345034564550524,0.04477611940298507,0.25092682807751315,SPI1_pDS255,0.0031206657420249
VANGL2,0.011729426101928286,0.03482587064676617,2.418977508144459,SPI1_pDS255,0.0292995839112343
SLAMF6,0.00011812535902083658,0.03980099502487562,1.9422560043682056,SPI1_pDS255,0.0292995839112343
ARHGAP30,0.00042443258594643306,0.014925373134328358,3.0468772537681392,SPI1_pDS255,0.0017337031900138
PFDN2,0.08627519330059834,0.004975124378109453,5.867074383961461,SPI1_pDS255,4.19625520110957
RP11-297K8.2,7.256669479459947e-05,1.0,-2.477509742658001,SPI1_pDS255,0.002253814147018
USP21,0.009767744329646182,0.3482587064676617,0.2004972015897711,SPI1_pDS255,0.0643203883495145
FCER1G,0.11630326445911725,0.004975124378109453,8.778193656494658,SPI1_pDS255,0.4729542302357836
FCGR2A,0.02226826122317362,0.014925373134328358,2.8293621921001684,SPI1_pDS255,0.0721220527045769
PBX1,0.00027042702372420614,0.004975124378109453,2.879496844033257,SPI1_pDS255,0.0024271844660194
TMCO1,0.04224027214441121,0.12437810945273632,1.1113396956367123,SPI1_pDS255,1.844486823855756
RP11-277B15.3,0.0006817263698549127,1.0,-1.3416497602034982,SPI1_pDS255,0.0223647711511789
MPC2,0.16819760122283325,0.004975124378109453,12.419544407118192,SPI1_pDS255,1.444174757281553
GORAB,0.01509955993717552,0.024875621890547265,2.490885408865853,SPI1_pDS255,0.039008321775312
TOR3A,0.05288456158546308,0.03482587064676617,2.313637142229383,SPI1_pDS255,0.9927184466019418
ABL2,0.009965742953826486,0.7661691542288557,-0.7422229985546084,SPI1_pDS255,0.1950416088765603
RP11-533E19.7,0.00033427811524008454,0.9552238805970149,-0.7881164636035458,SPI1_pDS255,0.0133495145631067
KIAA1614,0.00031997960081127965,0.8059701492537313,-0.2409071828180545,SPI1_pDS255,0.0048543689320388
RP11-46A10.4,0.0005948424740455831,0.10945273631840796,-0.08465172001464782,SPI1_pDS255,0.006761442441054
IER5,0.016716170232531316,0.14925373134328357,1.1426904743076716,SPI1_pDS255,0.1104368932038835
RNASEL,0.007849194564190167,0.009950248756218905,2.3026515837125165,SPI1_pDS255,0.013002773925104
RGS16,0.045954671559550214,0.004975124378109453,4.639350524478905,SPI1_pDS255,0.2688973647711511
RP11-317P15.4,0.0071760148847827615,0.009950248756218905,2.1106337378115003,SPI1_pDS255,0.0055478502080443
LAMC1,0.0001135732999699753,0.004975124378109453,4.338621859096509,SPI1_pDS255,0.002253814147018
SWT1,0.00490371638707208,0.4079601990049751,0.5836030081781625,SPI1_pDS255,0.0086685159500693
C1orf27,0.007890834041095774,0.8656716417910447,-1.016350846997539,SPI1_pDS255,0.2239944521497919
RP11-445P19.3,0.0061928090614988135,0.15422885572139303,0.7790653519723062,SPI1_pDS255,0.0124826629680998
RGS2,0.0028571413387363507,0.15422885572139303,0.3361019058785123,SPI1_pDS255,0.0220180305131761
ASPM,0.020218072794078508,0.4577114427860697,-0.09178101242086069,SPI1_pDS255,0.4264909847434119
ZBTB41,0.0009722542807199315,0.7860696517412935,-0.8443769395071414,SPI1_pDS255,0.0135228848821081
C1orf53,0.01887546877631092,0.08955223880597014,1.6111613132626208,SPI1_pDS255,0.1333217753120665
IPO9-AS1,0.009106050529782653,0.07462686567164178,1.4674058279295863,SPI1_pDS255,0.0277392510402219
PTPN7,0.06683005648977935,0.004975124378109453,6.071522315588164,SPI1_pDS255,0.2496532593619972
PCAT6,0.007194038081395665,0.12935323383084577,0.8343536893524126,SPI1_pDS255,0.0178571428571428
BTG2,0.015493908020646673,0.21393034825870647,0.7356896078891155,SPI1_pDS255,0.0710818307905686
ATP2B4,0.007963056133239353,0.06965174129353234,1.9131713125090424,SPI1_pDS255,0.0145631067961165
ZBED6,0.009745292807020706,0.1691542288557214,0.6686887676812454,SPI1_pDS255,0.0397018030513176
ETNK2,0.0008385884886978663,0.9502487562189055,-1.385771572956307,SPI1_pDS255,0.0273925104022191
TMCC2,0.000187259578429774,0.5323383084577115,-0.19020746722706539,SPI1_pDS255,0.0020804438280166
NUCKS1,0.05890742287157671,0.01990049751243781,2.4903750000187306,SPI1_pDS255,4.653952843273232
SLC41A1,0.005575562044468166,0.6965174129353234,-0.5207620453808345,SPI1_pDS255,0.0292995839112343
RASSF5,0.007133205948479381,0.472636815920398,-0.011056724288901743,SPI1_pDS255,0.0662274618585298
DYRK3,0.01720699776309741,0.009950248756218905,3.227074040222998,SPI1_pDS255,0.0407420249653259
YOD1,0.00494962115078408,0.9154228855721394,-1.1103826179295173,SPI1_pDS255,0.0292995839112343
CD55,0.021288426249938985,0.32338308457711445,0.22663308946200333,SPI1_pDS255,0.4542302357836338
NEK2,0.01545404040762208,0.1691542288557214,0.7667571056803177,SPI1_pDS255,0.1270804438280166
DTL,0.02009720215471157,0.208955223880597,0.8919494584284522,SPI1_pDS255,0.1861997226074896
NENF,0.20192802005729868,0.004975124378109453,14.276210252081018,SPI1_pDS255,2.623613037447989
ATF3,0.01154024757880714,0.03482587064676617,2.476669396596229,SPI1_pDS255,0.0166435506241331
FLVCR1-AS1,0.008880049975038745,0.5373134328358209,-0.26661938981399286,SPI1_pDS255,0.138002773925104
VASH2,0.00013534892371143287,0.3781094527363184,0.3021878406738561,SPI1_pDS255,0.0024271844660194
CENPF,0.04032364958087142,0.14925373134328357,1.2508563330561844,SPI1_pDS255,1.3366851595006934
GPATCH2,0.024570197201334472,0.03482587064676617,2.274690301906225,SPI1_pDS255,0.14251040221914
MARC2,0.005132573664222008,0.4975124378109453,0.12137653779066647,SPI1_pDS255,0.0249653259361997
HLA-AS1,9.695285452236249e-05,0.024875621890547265,2.1168450034249013,SPI1_pDS255,0.002253814147018
DUSP10,0.004677241051048484,0.6766169154228856,-0.5862046976869253,SPI1_pDS255,0.0412621359223301
TAF1A,0.00610396667038869,0.7014925373134329,-0.4370170124220162,SPI1_pDS255,0.0511442441054091
RP11-378J18.8,7.16124125582941e-05,0.9203980099502488,-0.29246047825543836,SPI1_pDS255,0.0057212205270457
DEGS1,0.019121658040275658,0.3880597014925373,-0.12194363204545257,SPI1_pDS255,0.5164701803051318
WDR26,0.025165430913055342,0.05472636815920398,1.7358986993070449,SPI1_pDS255,0.1783980582524272
ENAH,0.0005477088040242187,0.32338308457711445,-0.39072098781019043,SPI1_pDS255,0.007628294036061
RP11-396C23.4,0.0003462806884308284,0.004975124378109453,4.496454784777098,SPI1_pDS255,0.0024271844660194
C1orf35,0.05946613066328231,0.014925373134328358,3.124311677953903,SPI1_pDS255,0.9733009708737864
GUK1,0.1931108480739887,0.004975124378109453,15.076724001793009,SPI1_pDS255,4.968273231622746
RP4-803J11.2,0.0003612205865089695,0.6169154228855721,-0.4315123681724584,SPI1_pDS255,0.0017337031900138
RP5-1068B5.3,0.00016764007025151726,0.9751243781094527,-0.21503405208614104,SPI1_pDS255,0.0050277392510402
GALNT2,0.03795024087746825,0.03482587064676617,2.527573567442265,SPI1_pDS255,0.2973300970873786
TTC13,0.000588568183030567,0.9402985074626866,-0.7789875229117275,SPI1_pDS255,0.0292995839112343
RP11-295G20.2,0.06959526945512044,0.004975124378109453,6.203062889846526,SPI1_pDS255,0.537621359223301
IRF2BP2,0.024588215666976256,0.12935323383084577,1.0307154394514955,SPI1_pDS255,0.2649098474341192
ARID4B,0.0236717039422684,0.3283582089552239,0.2823359845543203,SPI1_pDS255,0.5924063800277393
ERO1LB,0.0002993196600611285,0.009950248756218905,2.4646426250787408,SPI1_pDS255,0.002253814147018
ACTN2,0.010525116272236745,0.21890547263681592,0.6947680220037704,SPI1_pDS255,0.0501040221914008
OPN3,0.008150136449605447,0.6616915422885572,-0.5324940276482607,SPI1_pDS255,0.0292995839112343
ZBTB18,0.00017006334410632913,0.9800995024875622,-1.5424066212981367,SPI1_pDS255,0.0065880721220527
C1orf100,0.00010170948822433756,0.009950248756218905,2.7024615335245468,SPI1_pDS255,0.0024271844660194
HNRNPU-AS1,0.017036833518375722,0.24378109452736318,0.7960567521407675,SPI1_pDS255,0.0292995839112343
SMYD3,0.2501576611887882,0.004975124378109453,19.90176681939516,SPI1_pDS255,1.082004160887656
C1orf229,0.0003065999779362927,0.9154228855721394,-0.20239851275156476,SPI1_pDS255,0.007628294036061
SH3YL1,0.006513567115979518,0.13432835820895522,0.8169309364368109,SPI1_pDS255,0.022884882108183
RP11-557L19.1,0.0004219356120567479,0.6517412935323383,-0.3843002620748136,SPI1_pDS255,0.0292995839112343
ID2,0.0004481778522467488,0.10945273631840796,1.3145015115526306,SPI1_pDS255,0.0041608876560332
IAH1,0.0003131993512827921,0.2736318407960199,-0.13523646935466838,SPI1_pDS255,0.006761442441054
ADAM17,0.004416793292802832,0.6417910447761194,-0.6671338031257643,SPI1_pDS255,0.0693481276005547
RP11-214N9.1,0.002957119818766166,0.5522388059701493,-0.3704803667673133,SPI1_pDS255,0.0110957004160887
RP11-254F7.2,0.006822755640364746,0.20398009950248755,0.7893173405417984,SPI1_pDS255,0.0213245492371705
RP11-254F7.4,0.007369364578856841,0.19402985074626866,1.0469746395246,SPI1_pDS255,0.0242718446601941
RRM2,0.0153383312754561,0.7661691542288557,-0.7693931423116253,SPI1_pDS255,0.77999306518724
RN7SL832P,0.0118514653411978,0.024875621890547265,2.5041604205657135,SPI1_pDS255,0.0182038834951456
ATP6V1C2,8.272108820054109e-05,0.9402985074626866,-0.13534579252207166,SPI1_pDS255,0.0069348127600554
PQLC3,0.015230205448707288,0.05970149253731343,1.7257092748912952,SPI1_pDS255,0.0742024965325936
AC096559.1,0.024222281615303227,0.004975124378109453,6.447695489707857,SPI1_pDS255,0.0348474341192787
NBAS,0.023411171419253692,0.208955223880597,0.6983901801689109,SPI1_pDS255,0.266123439667129
LINC00954,0.000512081294838536,0.04975124378109453,0.284144130099383,SPI1_pDS255,0.0052011095700416
TTC32,0.013074281017393332,0.34328358208955223,0.26972006335442184,SPI1_pDS255,0.1520457697642163
RHOB,0.024874659413254483,0.029850746268656716,2.7934189005788266,SPI1_pDS255,0.0872052704576976
RP11-130L8.1,0.00018253383426434022,0.2935323383084577,0.46150178610129694,SPI1_pDS255,0.0034674063800277
PFN4,9.726108448937023e-05,0.009950248756218905,3.279047314804831,SPI1_pDS255,0.0020804438280166
CENPA,0.02586493226273024,0.42786069651741293,0.07286997693834193,SPI1_pDS255,0.7685506241331485
FNDC4,0.01763286245620805,0.009950248756218905,2.786230919664492,SPI1_pDS255,0.0563453536754507
FOSL2,0.0006872274900018901,0.6666666666666666,-0.6481922346331701,SPI1_pDS255,0.0032940360610263
PPP1CB,0.009362442108673057,0.7512437810945274,-0.7159900796524179,SPI1_pDS255,0.2375173370319001
YPEL5,0.030268925701605765,0.01990049751243781,2.7118961445225542,SPI1_pDS255,0.1239597780859916
