gene,S2,p_value_perm
TRDV3,0.0047456453071853,0.0578842315369261
CYP39A1,0.0046389879725101,0.0239520958083832
RP11-298O21.7,0.0042446342015876,0.1097804391217564
STX7,0.0042446342015876,0.0339321357285429
CCDC50,0.0042446342015876,0.3213572854291417
NFS1,0.0042446342015876,0.0159680638722554
KB-1836B5.4,0.0042446342015876,0.0818363273453093
CCDC166,0.0042446342015876,0.1576846307385229
TMEM207,0.0042446342015876,0.0518962075848303
FOLR1,0.0042446342015876,0.373253493013972
RP5-998N21.7,0.0042446342015876,0.0798403193612774
MAST1,0.0042446342015876,0.0898203592814371
C1QTNF4,0.0042446342015876,0.091816367265469
ZNF177,0.0042446342015876,0.0858283433133732
SCN1B,0.0042446342015876,0.1017964071856287
PRTN3,0.0042446342015876,0.0678642714570858
RP11-381K20.4,0.0042446342015876,0.1257485029940119
HIST1H2AE,0.0042446342015876,0.1097804391217564
PRMT2,0.0042446342015876,0.06187624750499
TARBP1,0.0042446342015876,0.1437125748502994
CHD2,0.0042446342015876,0.1317365269461078
LRRC72,0.0042446342015876,0.1057884231536926
RP11-719J20.1,0.0042446342015876,0.1117764471057884
CTD-2134A5.3,0.0042446342015876,0.0938123752495009
PRRT1,0.0042446342015876,0.0479041916167664
ALKBH4,0.0042446342015876,0.0818363273453093
AC005754.7,0.0042446342015876,0.0898203592814371
CTA-14H9.5,0.0042446342015876,0.1157684630738523
TRBV6-4,0.0042446342015876,0.1936127744510978
KIR3DL3,0.0042446342015876,0.0439121756487025
PSPN,0.0042446342015876,0.1017964071856287
RP1-171K16.5,0.0042446342015876,0.12375249500998
AC005592.3,0.0042446342015876,0.0858283433133732
SLC4A3,0.0042446342015876,0.1676646706586826
SEC62-AS1,0.0042446342015876,0.0239520958083832
RP11-360D2.1,0.0042446342015876,0.0119760479041916
MAP2,0.0042446342015876,0.0738522954091816
IL18R1,0.0042446342015876,0.1037924151696606
MYT1,0.0042446342015876,0.1037924151696606
KRTAP9-3,0.0042446342015876,0.029940119760479
UNC5B,0.0042446342015876,0.0718562874251497
AC004556.1,0.0042446342015876,0.0678642714570858
RP11-67M9.1,0.0042446342015876,0.0479041916167664
NNT-AS1,0.0042446342015876,0.1017964071856287
NR2F1-AS1,0.0042446342015876,0.2415169660678642
DEFB113,0.0042446342015876,0.1477045908183632
CCDC71L,0.0041250429734454,0.0998003992015968
ANKRD6,0.0041250429734454,0.0678642714570858
RP11-867G23.12,0.0041250429734454,0.0838323353293413
RP11-757G1.6,0.0041250429734454,0.0978043912175648
ELANE,0.0041250429734454,0.0399201596806387
GRPEL2-AS1,0.0041250429734454,0.0259481037924151
KLRF2,0.0041250429734454,0.0179640718562874
GLIS2,0.0041250429734454,0.0439121756487025
RP11-830F9.5,0.0041250429734454,0.0858283433133732
ADGRD1,0.0041250429734454,0.059880239520958
RP11-270M14.4,0.0038748031676125,0.0558882235528942
CTD-2130O13.1,0.0038748031676125,0.059880239520958
FCGR1A,0.0038096757869249,0.029940119760479
MCRS1,0.0038096757869249,0.1077844311377245
RP11-589M4.1,0.0038096757869249,0.0319361277445109
TIGD2,0.0036759610483472,0.1636726546906187
RP11-425D10.10,0.0036759610483472,0.1097804391217564
RP11-454C18.1,0.0036759610483472,0.0898203592814371
AC008753.4,0.0036759610483472,0.1297405189620758
DPCR1,0.0036759610483472,0.0558882235528942
XX-FW83128A1.2,0.0036759610483472,0.0818363273453093
FREM3,0.0036759610483472,0.0538922155688622
CTD-2024D23.1,0.0036759610483472,0.029940119760479
FBXO11,0.0036072454369931,0.0758483033932135
TSPY9P,0.0036072454369931,0.0379241516966067
LL22NC03-N95F10.1,0.0036072454369931,0.2095808383233532
AC006129.2,0.0036072454369931,0.0738522954091816
IL12RB2,0.0036072454369931,0.1916167664670658
METTL10,0.0036072454369931,0.2155688622754491
FASTKD2,0.0036072454369931,0.1676646706586826
LDLR,0.0036072454369931,0.155688622754491
RNMTL1,0.0036072454369931,0.0379241516966067
MCF2L-AS1,0.0036072454369931,0.2115768463073852
RP11-147C23.1,0.0036072454369931,0.0459081836327345
RP11-434P11.2,0.0036072454369931,0.0858283433133732
RP11-84C10.3,0.0036072454369931,0.0838323353293413
DDX58,0.0036072454369931,0.0898203592814371
RP11-945A11.2,0.0036072454369931,0.1157684630738523
SLC6A3,0.0035371951679897,0.0778443113772455
PRKG1-AS1,0.0035371951679897,0.0978043912175648
OR2T27,0.0035371951679897,0.06187624750499
RP11-303E16.7,0.0035371951679897,0.0758483033932135
SRMS,0.0035371951679897,0.0199600798403193
BEND3,0.0035371951679897,0.1676646706586826
FOSB,0.0035371951679897,0.0558882235528942
GLYCTK,0.0035371951679897,0.091816367265469
PEX14,0.0035371951679897,0.059880239520958
RP11-104O19.4,0.0035371951679897,0.1057884231536926
TRDV1,0.0035371951679897,0.1177644710578842
RP11-692D12.1,0.0035371951679897,0.0658682634730539
VCX3B,0.0035371951679897,0.1497005988023952
OR6C65,0.0035371951679897,0.0499001996007984
CTD-2586B10.1,0.0035371951679897,0.12375249500998
DYTN,0.0035371951679897,0.0518962075848303
RP11-531A24.7,0.0035371951679897,0.0379241516966067
ELOVL2,0.0035371951679897,0.0279441117764471
LRRCC1,0.0035371951679897,0.0379241516966067
CWC15,0.0035371951679897,0.0758483033932135
IGBP1-AS2,0.0035371951679897,0.0818363273453093
COL19A1,0.0035371951679897,0.2774451097804391
TMPRSS11D,0.0035371951679897,0.0538922155688622
GPANK1,0.0035371951679897,0.4011976047904191
TOLLIP,0.0035371951679897,0.059880239520958
HMGXB3,0.0035371951679897,0.059880239520958
RP11-555G19.1,0.0035371951679897,0.0419161676646706
DHTKD1,0.0035371951679897,0.0558882235528942
LENEP,0.0035371951679897,0.1337325349301397
BTF3L4,0.0035371951679897,0.3413173652694611
ZNHIT2,0.0035371951679897,0.0818363273453093
C9orf50,0.0035371951679897,0.2235528942115768
RP11-304F15.4,0.0035371951679897,0.0698602794411177
RP11-160E2.11,0.0035371951679897,0.0359281437125748
TRGV1,0.0035371951679897,0.06187624750499
TLN2,0.0035371951679897,0.1377245508982036
ALKBH3-AS1,0.0035371951679897,0.1177644710578842
PSME4,0.0035371951679897,0.0798403193612774
AC012314.8,0.0035371951679897,0.0818363273453093
CWC25,0.0035371951679897,0.0638722554890219
RASD1,0.0035371951679897,0.0578842315369261
TLX3,0.0035371951679897,0.3852295409181637
RP1-144F13.3,0.0035371951679897,0.0499001996007984
ZFX-AS1,0.0035371951679897,0.0638722554890219
OR4F29,0.0035371951679897,0.1576846307385229
RP11-262K1.1,0.0035371951679897,0.1017964071856287
TMEM126B,0.003318183192302,0.1037924151696606
RP11-274J16.5,0.003318183192302,0.0858283433133732
UBE3C,0.003318183192302,0.0578842315369261
LINC01076,0.003241892921029,0.1457085828343313
SH3TC1,0.0031637635381235,0.0658682634730539
RP11-52J3.3,0.0031637635381235,0.2634730538922156
AC005618.8,0.003001409627599,0.1397205588822355
PDE11A,0.003001409627599,0.0638722554890219
SAMD12-AS1,0.003001409627599,0.1836327345309381
KIAA0907,0.003001409627599,0.1137724550898203
RP11-856M7.4,0.003001409627599,0.1636726546906187
SRR,0.003001409627599,0.2075848303393213
AC034228.3,0.003001409627599,0.3552894211576846
RP11-71E19.1,0.003001409627599,0.1497005988023952
SVOP,0.003001409627599,0.1636726546906187
SNHG19,0.003001409627599,0.3013972055888224
TRPC3,0.003001409627599,0.1357285429141716
RP11-404K5.4,0.003001409627599,0.3013972055888224
ECT2L,0.003001409627599,0.155688622754491
ABL2,0.003001409627599,0.0878243512974051
WWC3,0.003001409627599,0.0998003992015968
BTG3,0.003001409627599,0.0818363273453093
SMO,0.003001409627599,0.029940119760479
BMP15,0.003001409627599,0.0558882235528942
ATP6V1G3,0.003001409627599,0.155688622754491
FAM163B,0.003001409627599,0.0678642714570858
ACSL4,0.003001409627599,0.1457085828343313
LANCL2,0.003001409627599,0.1357285429141716
GAL3ST2,0.003001409627599,0.1177644710578842
GATSL2,0.003001409627599,0.0718562874251497
TMEM205,0.003001409627599,0.0658682634730539
RP11-570L15.2,0.003001409627599,0.1596806387225549
RP11-981G7.3,0.003001409627599,0.1197604790419161
AC096554.1,0.003001409627599,0.1277445109780439
CTC-498M16.2,0.003001409627599,0.2954091816367265
LYSMD2,0.003001409627599,0.1297405189620758
ECM2,0.003001409627599,0.1337325349301397
IRAK1BP1,0.003001409627599,0.0798403193612774
PPP1R36,0.003001409627599,0.1397205588822355
RP11-413P11.1,0.003001409627599,0.2095808383233532
RP11-665C16.5,0.003001409627599,0.1876247504990019
SUPT6H,0.003001409627599,0.0818363273453093
BCAS4,0.003001409627599,0.2614770459081836
EXD3,0.003001409627599,0.0938123752495009
RP11-439C15.4,0.003001409627599,0.0439121756487025
IGHD2-21,0.003001409627599,0.0838323353293413
FUK,0.0029168458592092,0.059880239520958
OVCH1-AS1,0.0029168458592092,0.1916167664670658
RP11-74C3.1,0.0029168458592092,0.2275449101796407
TMEM89,0.0029168458592092,0.3093812375249501
RP11-846C15.2,0.0028297561343917,0.2854291417165668
REPS1,0.0028297561343917,0.12375249500998
PRR16,0.0028297561343917,0.437125748502994
OR2AP1,0.0028297561343917,0.1337325349301397
AC009955.8,0.002550707709902,0.1457085828343313
SPAG8,0.002550707709902,0.0259481037924151
ZMYM6NB,0.002550707709902,0.1477045908183632
GNPAT,0.002550707709902,0.0938123752495009
PLCB2,0.002550707709902,0.3233532934131736
GDF15,0.002550707709902,0.1716566866267465
MYH3,0.002550707709902,0.18562874251497
NEMP2,0.002550707709902,0.5349301397205589
TGFB2,0.002550707709902,0.1996007984031936
ATP5S,0.002550707709902,0.0818363273453093
STX16,0.002550707709902,0.1057884231536926
RP11-210G22.1,0.002550707709902,0.2015968063872255
RP11-498M15.1,0.002550707709902,0.3493013972055888
RP11-7K24.3,0.002550707709902,0.091816367265469
CYP3A7-CYP3A51P,0.002550707709902,0.2035928143712574
CTD-2531D15.4,0.002550707709902,0.2634730538922156
LTBP2,0.002550707709902,0.2075848303393213
RP11-42I10.1,0.002550707709902,0.2215568862275449
CCL24,0.002550707709902,0.2714570858283433
RP11-410N8.3,0.002550707709902,0.1397205588822355
ADIPOR2,0.002550707709902,0.24750499001996
OAZ1,0.002550707709902,0.281437125748503
ABCA3,0.002550707709902,0.5189620758483033
RP11-573D15.8,0.002550707709902,0.1457085828343313
MARCH11,0.002550707709902,0.1497005988023952
EPHB1,0.002550707709902,0.2375249500998004
RBM11,0.002550707709902,0.3612774451097804
PSMC3IP,0.002550707709902,0.1177644710578842
CTB-43E15.2,0.002550707709902,0.2734530938123752
KCTD12,0.002550707709902,0.3233532934131736
LRRN2,0.002550707709902,0.1117764471057884
RP1,0.002550707709902,0.2754491017964072
RP11-214O1.1,0.002550707709902,0.1257485029940119
EXOC3L1,0.002550707709902,0.2954091816367265
ARHGEF6,0.002550707709902,0.1956087824351297
PPCDC,0.002550707709902,0.3213572854291417
ITLN2,0.002550707709902,0.3393213572854291
CDK5R1,0.002346309836496,0.3473053892215569
RP11-114H23.2,0.002346309836496,0.1616766467065868
RP11-77E14.2,0.0022371186518779,0.3932135728542914
CUL5,0.0022371186518779,0.3772455089820359
ASIC4,0.0022371186518779,0.0958083832335329
C11orf96,0.0022371186518779,0.1796407185628742
GRHL3,0.0022371186518779,0.846307385229541
RP11-329B9.5,0.0022371186518779,0.4211576846307385
DMGDH,0.0022371186518779,0.3093812375249501
RP11-13K12.5,0.0022371186518779,0.3912175648702595
LRRC52,0.0022371186518779,0.1756487025948103
CHCHD1,0.0022371186518779,0.2215568862275449
AREL1,0.0022371186518779,0.5848303393213573
RP11-624D11.2,0.0022371186518779,0.2874251497005988
RP3-513G18.2,0.0022371186518779,0.2095808383233532
AC092687.4,0.0022371186518778,0.4251497005988024
FBXO36,0.0022371186518778,0.1457085828343313
BACE1,0.0022371186518778,0.3692614770459081
SMNDC1,0.0022371186518778,0.3073852295409182
CBY3,0.0022371186518778,0.5289421157684631
AK4,0.0022371186518778,0.4790419161676646
CLEC16A,0.0022371186518778,0.4491017964071856
RP11-10J21.3,0.0022371186518778,0.4630738522954092
RP1-153P14.5,0.0022371186518778,0.4930139720558882
RAI14,0.0022371186518778,0.4610778443113772
CDR1-AS,0.0022371186518778,0.6047904191616766
AURKA,0.0021223171007938,0.3592814371257485
CXCL2,0.0021223171007938,0.1636726546906187
MYO3B,0.0021223171007938,0.1437125748502994
TRIM4,0.0021223171007938,0.4071856287425149
TRAV8-1,0.0021223171007938,0.1277445109780439
GRAP,0.0021223171007938,0.155688622754491
DYRK4,0.0021223171007938,0.0858283433133732
LYPLAL1-AS1,0.0021223171007938,0.0658682634730539
FAM109B,0.0021223171007938,0.1776447105788423
SLC39A10,0.0021223171007938,0.0798403193612774
ATG10-AS1,0.0021223171007938,0.2135728542914171
C2CD4D,0.0021223171007938,0.1337325349301397
PARVB,0.0021223171007938,0.1916167664670658
RNF125,0.0021223171007938,0.405189620758483
RRS1-AS1,0.0021223171007938,0.1976047904191616
AP001063.1,0.0021223171007938,0.1796407185628742
PHOX2B,0.0021223171007938,0.5508982035928144
RP11-57C13.6,0.0021223171007938,0.313373253493014
SMIM11B,0.0021223171007938,0.2235528942115768
FOXI3,0.0021223171007938,0.2315369261477046
AUNIP,0.0021223171007938,0.6147704590818364
C7orf57,0.0021223171007938,0.2894211576846307
OR8B3,0.0021223171007938,0.091816367265469
RP11-112L6.3,0.0021223171007938,0.2355289421157684
RP11-6B4.1,0.0021223171007938,0.2594810379241516
RP11-779P15.1,0.0021223171007938,0.3313373253493014
COL8A1,0.0021223171007938,0.18562874251497
AC005609.18,0.0021223171007938,0.6067864271457086
CTB-60E11.9,0.0021223171007938,0.3512974051896207
ZNF385A,0.0021223171007938,0.4291417165668663
SAT1,0.0021223171007938,0.1257485029940119
CD200R1,0.0021223171007938,0.3053892215568862
RP11-110I1.14,0.0021223171007938,0.3712574850299401
RP1-228P16.8,0.0021223171007938,0.4031936127744511
LINC00315,0.0021223171007938,0.3952095808383233
TBC1D3G,0.0021223171007938,0.2195608782435129
RP1-187B23.1,0.0021223171007938,0.3373253493013972
CDCA3,0.0021223171007938,0.1896207584830339
CTAG2,0.0021223171007938,0.2894211576846307
EBLN1,0.0021223171007938,0.2435129740518962
ZNF718,0.0021223171007938,0.2435129740518962
ZNF235,0.0021223171007938,0.2654690618762475
RP11-342D11.3,0.0021223171007938,0.1736526946107784
SLC16A9,0.0021223171007938,0.3712574850299401
NEURL1B,0.0021223171007938,0.2894211576846307
PCCB,0.0021223171007938,0.3652694610778443
RPA2,0.0021223171007938,0.2375249500998004
ZP3,0.0021223171007938,0.3293413173652694
CSN2,0.0021223171007938,0.1836327345309381
RP11-545H22.1,0.0021223171007938,0.1896207584830339
RP4-604G5.1,0.0021223171007938,0.4251497005988024
SYTL2,0.0021223171007938,0.2874251497005988
OBP2B,0.0021223171007938,0.3333333333333333
THAP7,0.0021223171007938,0.3772455089820359
CTNND2,0.0021223171007938,0.2914171656686626
HLA-DQB2,0.0021223171007938,0.1836327345309381
CTD-2066L21.3,0.0021223171007938,0.2255489021956087
ANKRD20A4,0.0021223171007938,0.2614770459081836
AP006547.3,0.0021223171007938,0.155688622754491
CTB-55O6.13,0.0021223171007938,0.469061876247505
FOXD1-AS1,0.0021223171007938,0.1816367265469061
EPHX3,0.0021223171007938,0.2914171656686626
GPLD1,0.0021223171007938,0.3572854291417165
ELAVL2,0.0021223171007938,0.1077844311377245
PLIN2,0.0021223171007938,0.1636726546906187
CTD-2023N9.3,0.0021223171007938,0.4351297405189621
RP11-182J23.1,0.0021223171007938,0.2734530938123752
RP11-232L2.2,0.0021223171007938,0.1137724550898203
FRMD4B,0.0021223171007938,0.3053892215568862
JAK2,0.0021223171007938,0.4011976047904191
ZNF7,0.0021223171007938,0.2055888223552894
MROH1,0.0021223171007938,0.2514970059880239
ASS1,0.0021223171007938,0.2554890219560878
MAL2,0.0021223171007938,0.3153692614770459
RHOBTB2,0.0021223171007938,0.3912175648702595
NRF1,0.0021223171007938,0.1936127744510978
SEPT14,0.0021223171007938,0.3273453093812375
C6orf229,0.0021223171007938,0.4251497005988024
RP11-179A16.2,0.0021223171007938,0.3413173652694611
KRTAP5-9,0.0021223171007938,0.1297405189620758
SRRM1,0.0021223171007938,0.4890219560878243
IGLVI-20,0.0021223171007938,0.3453093812375249
PDHA2,0.0021223171007938,0.3273453093812375
TSPAN2,0.0021223171007938,0.311377245508982
POLM,0.0021223171007938,0.2874251497005988
CTD-2532N20.1,0.0021223171007938,0.2754491017964072
BBS7,0.0021223171007938,0.2395209580838323
CDK11B,0.0021223171007938,0.3073852295409182
RP11-181G12.2,0.0021223171007938,0.3632734530938123
ZNF626,0.0021223171007938,0.1976047904191616
FAM81B,0.0021223171007938,0.3932135728542914
STK33,0.0021223171007938,0.2854291417165668
ZNF737,0.0021223171007938,0.1257485029940119
SLC34A3,0.0021223171007938,0.2634730538922156
EBP,0.0021223171007938,0.3193612774451098
TMEM196,0.0021223171007938,0.6786427145708582
RP11-69C17.2,0.0021223171007938,0.2235528942115768
CCDC190,0.0021223171007938,0.2614770459081836
LINC01247,0.0021223171007938,0.3852295409181637
RP11-797A18.3,0.0021223171007938,0.3832335329341317
PGBD4,0.0021223171007938,0.2594810379241516
MT2A,0.0021223171007938,0.2235528942115768
ATP2B4,0.0021223171007938,0.1516966067864271
RP11-3B7.1,0.0021223171007938,0.1656686626746507
ATP5EP2,0.0021223171007938,0.5209580838323353
RP11-426J5.2,0.0021223171007938,0.3353293413173652
ATP9B,0.0021223171007938,0.6227544910179641
CEP68,0.0021223171007938,0.4191616766467065
RP11-673P17.2,0.0021223171007938,0.1956087824351297
ITGB6,0.0021223171007938,0.3632734530938123
RP11-543E8.1,0.0021223171007938,0.3632734530938123
PPP4R3B,0.0021223171007938,0.3073852295409182
RP4-559A3.7,0.0021223171007938,0.3592814371257485
LMAN1L,0.0021223171007938,0.281437125748503
SP9,0.0021223171007938,0.3652694610778443
RP11-677O4.2,0.0021223171007938,0.2255489021956087
RP11-404P21.6,0.0021223171007938,0.2954091816367265
CTD-3253I12.1,0.0021223171007938,0.1776447105788423
SLC38A8,0.0021223171007938,0.3892215568862275
HOXD1,0.0021223171007938,0.3233532934131736
KLHL18,0.0021223171007938,0.4910179640718562
AC005863.1,0.0021223171007938,0.1217564870259481
ACAA1,0.0021223171007938,0.4471057884231537
PTPRG,0.0021223171007938,0.155688622754491
CTD-2184C24.2,0.0021223171007938,0.2155688622754491
AC024361.1,0.0021223171007938,0.1317365269461078
UNC45B,0.0021223171007938,0.2594810379241516
RP11-831F12.2,0.0021223171007938,0.373253493013972
PRIMA1,0.0021223171007938,0.2694610778443114
RP11-405M12.3,0.0021223171007938,0.3013972055888224
SECTM1,0.0021223171007938,0.2135728542914171
C14orf142,0.0021223171007938,0.4331337325349301
COL4A2-AS2,0.0021223171007938,0.4031936127744511
RP11-21B23.2,0.0021223171007938,0.3952095808383233
HCFC2,0.0021223171007938,0.3453093812375249
TRAJ25,0.0021223171007938,0.3512974051896207
DNAJC19,0.0021223171007938,0.311377245508982
PIGT,0.0021223171007938,0.4271457085828343
TBC1D15,0.0021223171007938,0.3872255489021956
RP11-867G2.5,0.0021223171007938,0.2295409181636726
RP11-73M7.1,0.0021223171007938,0.2694610778443114
RP5-952N6.1,0.0021223171007938,0.3532934131736527
PGLYRP3,0.0021223171007938,0.5029940119760479
AL645922.1,0.0021223171007938,0.3572854291417165
AC093495.4,0.0021223171007938,0.3972055888223553
RP11-774O3.2,0.0021223171007938,0.3912175648702595
FSHB,0.0021223171007938,0.3493013972055888
CEACAM21,0.0021223171007938,0.2674650698602794
C7orf71,0.0021223171007938,0.343313373253493
TIMM13,0.0021223171007938,0.3532934131736527
AC092687.3,0.0021223171007938,0.3293413173652694
UQCRB,0.0021223171007938,0.3093812375249501
RP1-317E23.3,0.0021223171007938,0.2594810379241516
RP11-429J17.2,0.0021223171007938,0.2974051896207584
RP11-519M16.1,0.0021223171007938,0.2455089820359281
RP11-475A13.1,0.0021223171007938,0.2594810379241516
PGPEP1L,0.0021223171007938,0.2694610778443114
TCEAL6,0.0021223171007938,0.3592814371257485
AC007193.10,0.0021223171007938,0.5209580838323353
RACGAP1,0.0021223171007938,0.3612774451097804
DBX2,0.0021223171007938,0.4411177644710579
PTGFR,0.0021223171007938,0.2035928143712574
IFI6,0.0021223171007938,0.5808383233532934
LCN8,0.0021223171007938,0.4491017964071856
RP11-430H10.4,0.0021223171007938,0.3872255489021956
MAX,0.0021223171007938,0.4630738522954092
FAM47C,0.0021223171007938,0.3672654690618762
RP6-91H8.1,0.0021223171007938,0.3233532934131736
MECP2,0.0021223171007938,0.5508982035928144
AFF2,0.0021223171007938,0.2195608782435129
RP11-800A3.3,0.0021223171007938,0.2854291417165668
AC096574.5,0.0021223171007938,0.3413173652694611
CTSS,0.0021223171007938,0.3153692614770459
RP11-313E19.2,0.0021223171007938,0.5369261477045908
MEIS1,0.0021223171007938,0.4810379241516966
RP11-431J24.2,0.0021223171007938,0.3592814371257485
NBPF26,0.0021223171007938,0.3912175648702595
C18orf42,0.0021223171007938,0.2375249500998004
RP11-440D17.4,0.0021223171007938,0.1377245508982036
LRP10,0.0021223171007938,0.4171656686626746
SSPO,0.0021223171007938,0.4510978043912175
COL17A1,0.0021223171007938,0.4151696606786427
SLC24A1,0.0021223171007938,0.3093812375249501
LGALS16,0.0021223171007938,0.437125748502994
IGHV1OR21-1,0.0021223171007938,0.4171656686626746
PELO,0.0021223171007938,0.4810379241516966
H1FX-AS1,0.0021223171007938,0.2714570858283433
RP11-349P19.1,0.0021223171007938,0.2514970059880239
GSG1L2,0.0021223171007938,0.3532934131736527
AP001626.1,0.0021223171007938,0.2415169660678642
GCOM1,0.0021223171007938,0.4830339321357285
CARD11,0.0021223171007938,0.343313373253493
RP1-155D22.1,0.0021223171007938,0.5469061876247505
AJ239322.3,0.0021223171007938,0.4191616766467065
RP11-173A6.3,0.0021223171007938,0.5189620758483033
RP5-1177M21.1,0.0021223171007938,0.4191616766467065
CLDND1,0.0021223171007938,0.3353293413173652
RP11-451B8.1,0.0021223171007938,0.4710578842315369
WDR64,0.0021223171007938,0.4710578842315369
TMED4,0.0021223171007938,0.4710578842315369
CCDC24,0.0021223171007938,0.4950099800399201
HAPLN2,0.0021223171007938,0.5748502994011976
CDKN2D,0.0021223171007938,0.3493013972055888
ARID5A,0.0021223171007938,0.4031936127744511
RP11-890B15.2,0.0021223171007938,0.4750499001996008
FFAR2,0.0021223171007938,0.3632734530938123
RP1-251M9.3,0.0021223171007938,0.4650698602794411
C15orf38-AP3S2,0.0021223171007938,0.4171656686626746
RP11-173E2.2,0.0021223171007938,0.5948103792415169
R3HDML,0.0021223171007938,0.4810379241516966
BICC1,0.0021223171007938,0.4750499001996008
PHF20,0.0021223171007938,0.6487025948103793
RP11-2B6.3,0.0021223171007938,0.4231536926147705
RP11-554D20.1,0.0021223171007938,0.564870259481038
SLCO1C1,0.0021223171007938,0.5668662674650699
RP11-804A23.4,0.0021223171007938,0.5169660678642715
RP11-561O23.8,0.0021223171007938,0.2554890219560878
MTRNR2L8,0.0021223171007938,0.4750499001996008
DGKZ,0.0021223171007938,0.5688622754491018
EPN1,0.0021223171007938,0.2395209580838323
CCNYL1,0.0021223171007938,0.3772455089820359
CEND1,0.0021223171007938,0.4950099800399201
NDUFA13,0.0021223171007938,0.3992015968063872
RP3-323A16.1,0.0021223171007938,0.562874251497006
TDGF1,0.0021223171007938,0.5728542914171657
C9orf163,0.0021223171007938,0.5469061876247505
IGKV1D-16,0.0021223171007938,0.5888223552894212
RP11-19D2.1,0.0021223171007938,0.5149700598802395
ACBD3,0.0021223171007938,0.3872255489021956
ETV4,0.0021223171007938,0.592814371257485
LL0XNC01-237H1.2,0.0021223171007938,0.5029940119760479
RP11-400N13.3,0.0020009397517326,0.4171656686626746
BMP5,0.0020009397517326,0.2694610778443114
UGDH-AS1,0.0020009397517326,0.3712574850299401
RP11-62N21.1,0.0020009397517326,0.3952095808383233
AC007349.5,0.0020009397517326,0.4311377245508982
RP11-617D20.2,0.0020009397517326,0.4431137724550898
RP11-244M2.1,0.0020009397517326,0.4930139720558882
AK9,0.0020009397517326,0.373253493013972
AQP1,0.0020009397517326,0.4630738522954092
RP11-421P23.1,0.0020009397517326,0.405189620758483
RP11-14C22.6,0.0020009397517326,0.313373253493014
PISRT1,0.0020009397517326,0.2035928143712574
CELA3A,0.0020009397517326,0.2634730538922156
CTD-2252P21.1,0.0020009397517326,0.3812375249500998
ART5,0.0020009397517326,0.4810379241516966
HOXA5,0.0017328646564426,0.5269461077844312
AGPAT2,0.0017328646564426,0.5089820359281437
AC006373.1,0.0017328646564426,0.497005988023952
TRADD,0.0017328646564426,0.437125748502994
ZNF469,0.0017328646564426,0.7085828343313373
ANKRD33,0.0017328646564426,0.6626746506986028
RP11-375D13.3,0.0017328646564426,0.624750499001996
GRM5-AS1,0.0017328646564426,0.6347305389221557
RP11-475E11.9,0.0017328646564426,0.4650698602794411
ALPP,0.0017328646564426,0.6447105788423154
LINC01360,0.0017328646564426,0.5469061876247505
RP11-180C16.1,0.0017328646564426,0.4231536926147705
RET,0.0017328646564426,0.5548902195608783
DNAJB9,0.0017328646564426,0.5688622754491018
RP11-407N17.5,0.0017328646564426,0.4131736526946107
RP11-20I20.2,0.0017328646564426,0.7105788423153693
PRAMEF14,0.0017328646564426,0.4191616766467065
TFAP2C,0.0017328646564426,0.4211576846307385
RP11-480D4.2,0.0017328646564426,0.3313373253493014
CTD-3028N15.1,0.0017328646564426,0.4171656686626746
FANCL,0.0015818817690617,0.5449101796407185
TMPO,0.0015818817690617,0.6087824351297405
