gene_id	gene_symbol	dtc_pc9_minus_h4006	pc9_dtc_effect	h4006_dtc_effect	pc9_dtec_effect	h4006_dtec_effect	absolute_dtc_branch_score	dtc_rank	branch
ENSG00000107438	PDLIM1	3.607662405905316	1.8152808914757235	-1.7923815144295923	1.8175772379797028	-1.8087262679010578	3.607662405905316	129	PC9_adaptive_stress
ENSG00000174989	FBXW8	3.6076001308115737	1.8105768971407286	-1.7970232336708452	1.816035926759102	-1.8223530324123816	3.6076001308115737	130	PC9_adaptive_stress
ENSG00000134256	CD101	3.6075578318656634	1.8098626424152653	-1.797695189450398	1.7981844540496974	0.6941894746885465	3.6075578318656634	131	PC9_adaptive_stress
ENSG00000187608	ISG15	3.6073775999503974	1.8190719732074447	-1.788305626742953	1.8165727154034417	-1.3768636833743975	3.6073775999503974	132	PC9_adaptive_stress
ENSG00000111012	CYP27B1	3.6070680810069	1.7890370837635103	-1.8180309972433897	1.8172865184413656	-1.5966624289947018	3.6070680810069	133	PC9_adaptive_stress
ENSG00000104856	RELB	3.6064233146980653	1.8224601614516043	-1.7839631532464608	1.818045802866906	-1.7525287472910902	3.6064233146980653	134	PC9_adaptive_stress
ENSG00000198951	NAGA	3.606404394041746	1.7865817454056157	-1.8198226486361302	1.736517241341554	-1.7820159390117842	3.606404394041746	135	PC9_adaptive_stress
ENSG00000101298	SNPH	3.6063724368368444	1.7920998330886966	-1.8142726037481478	1.8015199358634706	-1.6543718172566493	3.6063724368368444	136	PC9_adaptive_stress
ENSG00000005001	PRSS22	3.606318213765322	1.8153672741727929	-1.7909509395925292	1.8060468250294432	-1.584709233190794	3.606318213765322	137	PC9_adaptive_stress
ENSG00000214595	EML6	3.60589626535553	1.8012848729316544	-1.8046113924238756	1.8122826947745612	1.1410501869047363	3.60589626535553	138	PC9_adaptive_stress
ENSG00000251441	RTEL1P1	3.605879739620856	1.7832277048698524	-1.8226520347510036	1.2909944487358054	-1.1098978695615724	3.605879739620856	139	PC9_adaptive_stress
ENSG00000204592	HLA-E	3.6057414910116536	1.8090853776055331	-1.7966561134061203	1.8128323364209704	-1.7456526923774822	3.6057414910116536	140	PC9_adaptive_stress
ENSG00000174938	SEZ6L2	3.6056617964692537	1.8171605998026577	-1.788501196666596	1.8136754555908543	-1.7058771006683289	3.6056617964692537	141	PC9_adaptive_stress
ENSG00000110628	SLC22A18	3.6052305934483213	1.7879847478251287	-1.8172458456231924	1.790678890211586	-1.7319602654250215	3.6052305934483213	142	PC9_adaptive_stress
ENSG00000171903	CYP4F11	3.605029402740117	1.781158601379	-1.823870801361117	1.3351766523384008	-1.7717433978902224	3.605029402740117	143	PC9_adaptive_stress
ENSG00000105048	TNNT1	3.6046394925751675	1.791120547120098	-1.8135189454550695	1.8069201349393191	-1.4948944817810612	3.6046394925751675	144	PC9_adaptive_stress
ENSG00000244675	AC108676.1	3.604308727245729	1.804647749421986	-1.7996609778237431	1.8034414887300847	-1.5418568340361236	3.604308727245729	145	PC9_adaptive_stress
ENSG00000105711	SCN1B	3.6040966215372827	1.8136260820533638	-1.7904705394839189	1.8146051122035876	-1.8158397999744635	3.6040966215372827	146	PC9_adaptive_stress
ENSG00000065361	ERBB3	3.6040207538293823	1.7868703647069801	-1.8171503891224021	1.8070424447524474	-1.7308145468151177	3.6040207538293823	147	PC9_adaptive_stress
ENSG00000179532	DNHD1	3.603873816877418	1.8028200198189126	-1.8010537970585052	1.8094746700284943	-1.771537795076791	3.603873816877418	148	PC9_adaptive_stress
ENSG00000103089	FA2H	3.603857348142512	1.781749401544276	-1.8221079465982357	1.304498884332506	-1.7268924790185087	3.603857348142512	149	PC9_adaptive_stress
ENSG00000044090	CUL7	3.603522382850822	1.8143721343345152	-1.7891502485163069	1.8100306781661657	-1.814273271137785	3.603522382850822	150	PC9_adaptive_stress
ENSG00000101236	RNF24	3.603473960735486	1.7832555199835405	-1.8202184407519453	1.7746939799378074	-0.6939711075872768	3.603473960735486	151	PC9_adaptive_stress
ENSG00000111885	MAN1A1	3.6034691274255164	1.8080546553979437	-1.7954144720275726	1.8094635800692638	1.1657467301158988	3.6034691274255164	152	PC9_adaptive_stress
ENSG00000069399	BCL3	3.602588813825017	1.8057770310968495	-1.7968117827281678	1.8067641808205355	-1.6228268967354786	3.602588813825017	153	PC9_adaptive_stress
ENSG00000167105	TMEM92	3.6024904650011615	1.794242781915407	-1.8082476830857548	1.7964999987167387	-0.9289667308363182	3.6024904650011615	154	PC9_adaptive_stress
ENSG00000126561	STAT5A	3.602381739343817	1.8175554717575912	-1.7848262675862259	1.813668452447483	-1.5733460641123798	3.602381739343817	155	PC9_adaptive_stress
ENSG00000197872	FAM49A	3.6021333958346835	1.8037348986806996	-1.798398497153984	1.808084360615903	-1.1091463296752848	3.6021333958346835	156	PC9_adaptive_stress
ENSG00000102316	MAGED2	3.6020614796388024	1.8179975284211152	-1.784063951217687	1.817237518054831	-1.6489345756703122	3.6020614796388024	157	PC9_adaptive_stress
ENSG00000130766	SESN2	3.601542649374327	1.7961009600411817	-1.8054416893331453	1.803923250101977	-1.7741533651881713	3.601542649374327	158	PC9_adaptive_stress
ENSG00000172037	LAMB2	3.601380755152108	1.8125495819314486	-1.7888311732206597	1.8142478432104192	-1.785960379288368	3.601380755152108	159	PC9_adaptive_stress
ENSG00000167114	SLC27A4	-3.6013042265421236	-1.796597531335893	1.8047066952062307	-1.7806248224749865	1.7953325204611366	3.6013042265421236	160	H4006_replication
ENSG00000139263	LRIG3	-3.6011973755193365	-1.7912601291615666	1.8099372463577699	-1.629167364783394	1.8123522358416693	3.6011973755193365	161	H4006_replication
ENSG00000171105	INSR	3.6011071977238363	1.775585967637591	-1.8255212300862453	1.7705812247885562	-1.755545318550122	3.6011071977238363	162	PC9_adaptive_stress
ENSG00000223496	EXOSC6	-3.600888888019722	-1.7880158259046333	1.8128730621150888	-1.6206303589576396	1.754040101560578	3.600888888019722	163	H4006_replication
ENSG00000177951	BET1L	3.600831836698684	1.7918818660413716	-1.8089499706573122	1.7951034378204818	-1.598482798875939	3.600831836698684	164	PC9_adaptive_stress
ENSG00000135929	CYP27A1	3.600573316718523	1.8083925617878962	-1.7921807549306268	1.8034035901651015	-1.5972267985999586	3.600573316718523	165	PC9_adaptive_stress
ENSG00000049769	PPP1R3F	3.6003745477549236	1.7789359284331443	-1.821438619321779	1.7748015784754618	-1.4298330198173672	3.6003745477549236	166	PC9_adaptive_stress
ENSG00000159884	CCDC107	3.6002067316643953	1.8008190870590473	-1.799387644605348	1.810572981611236	-1.719036089907922	3.6002067316643953	167	PC9_adaptive_stress
