gene,group,expression
XBP1,BHLHE40_perturbed,0.6929972143020722
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.33884326970640344
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7425664734069385
XBP1,BHLHE40_perturbed,0.6976777697342083
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.1839428234964529
XBP1,BHLHE40_perturbed,0.5428640032823544
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.994307614511537
XBP1,BHLHE40_perturbed,0.647103718498692
XBP1,BHLHE40_perturbed,0.6790993246702994
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.9934501491604529
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.1109631239435938
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7123345185081125
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.4571107371190404
XBP1,BHLHE40_perturbed,1.3139498918924533
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.0010620803575607
XBP1,BHLHE40_perturbed,0.589713138447038
XBP1,BHLHE40_perturbed,0.5748250809677252
XBP1,BHLHE40_perturbed,1.0937031637766694
XBP1,BHLHE40_perturbed,0.3913014534640082
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7081266278483563
XBP1,BHLHE40_perturbed,0.5431359519578156
XBP1,BHLHE40_perturbed,0.5940774068338089
XBP1,BHLHE40_perturbed,0.9572378689849289
XBP1,BHLHE40_perturbed,1.144134890198619
XBP1,BHLHE40_perturbed,0.8247147627623457
XBP1,BHLHE40_perturbed,0.6462810363694524
XBP1,BHLHE40_perturbed,0.6556295092281044
XBP1,BHLHE40_perturbed,0.6628837855960374
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.3387117832695543
XBP1,BHLHE40_perturbed,0.490413619800717
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.4287779385846904
XBP1,BHLHE40_perturbed,0.581909935780724
XBP1,BHLHE40_perturbed,1.0266267556141548
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.984437269851852
XBP1,BHLHE40_perturbed,0.5008422667531106
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6580891137206626
XBP1,BHLHE40_perturbed,0.6646661361677816
XBP1,BHLHE40_perturbed,0.6278570885164851
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6909544158021397
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.5973669270680247
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.8616856213049358
XBP1,BHLHE40_perturbed,0.8540593152669378
XBP1,BHLHE40_perturbed,1.1373983137032662
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6198975775576395
XBP1,BHLHE40_perturbed,0.7705875715091596
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.9095639154259957
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.8933126250098685
XBP1,BHLHE40_perturbed,0.4816688197915794
XBP1,BHLHE40_perturbed,1.4724350676266174
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.0353300782363832
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6058329292911125
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.4707172308985224
XBP1,BHLHE40_perturbed,0.7629027558687874
XBP1,BHLHE40_perturbed,0.6945501269770514
XBP1,BHLHE40_perturbed,0.7613079891680008
XBP1,BHLHE40_perturbed,0.3680121865918883
XBP1,BHLHE40_perturbed,0.7783091952733281
XBP1,BHLHE40_perturbed,0.9577323657712882
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.8187166146961259
XBP1,BHLHE40_perturbed,0.7106977926930874
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7451153246531071
XBP1,BHLHE40_perturbed,0.9757535732142419
XBP1,BHLHE40_perturbed,0.9642614076367798
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7021676643674639
XBP1,BHLHE40_perturbed,0.670073318166597
XBP1,BHLHE40_perturbed,0.5710804914646984
XBP1,BHLHE40_perturbed,0.9796848619628925
XBP1,BHLHE40_perturbed,0.9717029850876234
XBP1,BHLHE40_perturbed,0.59913672192908
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.5678278920675943
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.645460515409756
XBP1,BHLHE40_perturbed,0.7441283749956442
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.7197175650034138
XBP1,BHLHE40_perturbed,0.5908608956383752
XBP1,BHLHE40_perturbed,0.7061979367554361
XBP1,BHLHE40_perturbed,1.3572739365068134
XBP1,BHLHE40_perturbed,0.6606584138534362
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6433971879567199
XBP1,BHLHE40_perturbed,1.1391283740409952
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7190686900814913
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6610659942345399
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.5585357876165852
XBP1,BHLHE40_perturbed,0.585555410490095
XBP1,BHLHE40_perturbed,1.0383848297079166
XBP1,BHLHE40_perturbed,0.8416240863012957
XBP1,BHLHE40_perturbed,1.156232399322588
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6949520542074289
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6032710337326624
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7241797327401437
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6524823919164463
XBP1,BHLHE40_perturbed,0.47171243300989707
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.5822584331450057
XBP1,BHLHE40_perturbed,1.2001287919045287
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.5643275782680018
XBP1,BHLHE40_perturbed,0.6875446472510506
XBP1,BHLHE40_perturbed,0.8225619430028707
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6296546204432047
XBP1,BHLHE40_perturbed,0.8011938421119652
XBP1,BHLHE40_perturbed,0.4641317782965663
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.0986789597795417
XBP1,BHLHE40_perturbed,1.1825548896729778
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7459884392962022
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.1439162029735097
XBP1,BHLHE40_perturbed,0.5240463780006842
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.2467833995594442
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6846566566546056
XBP1,BHLHE40_perturbed,0.7869766528382677
XBP1,BHLHE40_perturbed,0.851895569635833
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6670119497473992
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.5673526022918002
XBP1,BHLHE40_perturbed,0.7451734657902689
XBP1,BHLHE40_perturbed,1.2927268480359966
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.5054180664052662
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.4938545283083495
XBP1,BHLHE40_perturbed,0.6402428152651785
XBP1,BHLHE40_perturbed,0.6976270914073263
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7881520301691038
XBP1,BHLHE40_perturbed,0.7823117511317279
XBP1,BHLHE40_perturbed,0.7190686900814913
XBP1,BHLHE40_perturbed,1.0505004591666809
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.5649168226890952
XBP1,BHLHE40_perturbed,1.1222945528973096
XBP1,BHLHE40_perturbed,0.4750226315859274
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.6219544783835784
XBP1,BHLHE40_perturbed,0.4712595376317494
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6198579064580264
XBP1,BHLHE40_perturbed,1.2053161447726695
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.9003186556831388
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.6646024786680682
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.5699101329483779
XBP1,BHLHE40_perturbed,0.6192238806135811
XBP1,BHLHE40_perturbed,0.5048186502811539
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.3454024390148463
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7008860219444565
XBP1,BHLHE40_perturbed,0.821775545690599
XBP1,BHLHE40_perturbed,0.6426269531286114
XBP1,BHLHE40_perturbed,1.3370185853775096
XBP1,BHLHE40_perturbed,0.9794771002829081
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7679150880639561
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.509151249271797
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6733993225912264
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7625059503312571
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.8341829183093756
XBP1,BHLHE40_perturbed,0.6937477210644318
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7318220880500695
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7365570050318268
XBP1,BHLHE40_perturbed,1.3827796818615279
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.66279265000163
XBP1,BHLHE40_perturbed,1.4877762975619737
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.9629579578729234
XBP1,BHLHE40_perturbed,0.6222874711231012
XBP1,BHLHE40_perturbed,0.7182062075588584
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.0233039226411027
XBP1,BHLHE40_perturbed,0.9790618619479441
XBP1,BHLHE40_perturbed,0.7109085427019339
XBP1,BHLHE40_perturbed,0.9272440434097382
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.616272796816629
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.835438085424288
XBP1,BHLHE40_perturbed,0.5400701149788889
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.9643116161714117
XBP1,BHLHE40_perturbed,0.9745705363558678
XBP1,BHLHE40_perturbed,0.7283678346876699
XBP1,BHLHE40_perturbed,1.5953481554608027
XBP1,BHLHE40_perturbed,1.0559711593768801
XBP1,BHLHE40_perturbed,0.7064059163508919
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6020731428115442
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.49594824716417335
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7503863224426863
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.1599021622639487
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.8939098052891566
XBP1,BHLHE40_perturbed,1.1447185088434932
XBP1,BHLHE40_perturbed,1.3408959827898994
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.808481092004441
XBP1,BHLHE40_perturbed,1.1351722307429644
XBP1,BHLHE40_perturbed,0.6547398212419167
XBP1,BHLHE40_perturbed,1.2382233459242489
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.8957922103258141
XBP1,BHLHE40_perturbed,0.6708665788227984
XBP1,BHLHE40_perturbed,1.0732698018175657
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6204932734343943
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6677977074658541
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7884791791808184
XBP1,BHLHE40_perturbed,1.0868846539248187
XBP1,BHLHE40_perturbed,0.9955430284271307
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7033510917208802
XBP1,BHLHE40_perturbed,0.8135082735113908
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.9251259298683693
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.222449984971171
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6730228500586037
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6206921013445229
XBP1,BHLHE40_perturbed,0.6608847830865069
XBP1,BHLHE40_perturbed,0.6313391885325685
XBP1,BHLHE40_perturbed,0.7264328404279894
XBP1,BHLHE40_perturbed,0.4163010082018081
XBP1,BHLHE40_perturbed,0.6009917786201149
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7222678522747822
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.809820707614771
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7882174371385512
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.1905389582777708
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7213158551527028
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.8561568494764816
XBP1,BHLHE40_perturbed,0.7323263577118915
XBP1,BHLHE40_perturbed,0.7075520881691384
XBP1,BHLHE40_perturbed,0.6832948841169336
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.1777903183802925
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6257868003497726
XBP1,BHLHE40_perturbed,0.7558557586640093
XBP1,BHLHE40_perturbed,1.1388396265850198
XBP1,BHLHE40_perturbed,1.2146476785901976
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7689693243729194
XBP1,BHLHE40_perturbed,0.7592865283639209
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.174071073375998
XBP1,BHLHE40_perturbed,0.6400308349384992
XBP1,BHLHE40_perturbed,0.9151821673515371
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.7882680197238603
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.061875560638595
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7508586350500486
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.064730392561343
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.0427064936127703
XBP1,BHLHE40_perturbed,0.6104859260517823
XBP1,BHLHE40_perturbed,2.467696915683642
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7553768433443954
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.8932273829432321
XBP1,BHLHE40_perturbed,0.6965141025074096
XBP1,BHLHE40_perturbed,1.3279117471417436
XBP1,BHLHE40_perturbed,0.6871024710779727
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,2.0889346106012603
XBP1,BHLHE40_perturbed,0.6953544654934454
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.7119642490623006
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.861804078108125
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.1069479110118872
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.6022973739664608
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.1910170455248577
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.2936862696444142
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.1829473332153773
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.3675415044472972
XBP1,BHLHE40_perturbed,1.1272091766566765
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.2562560619987153
XBP1,BHLHE40_perturbed,1.4476458800741336
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.8429784447484887
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.9399841028532854
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.042528119249174
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.4927839390434807
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,1.3684143133052966
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.9645627432852045
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.0
XBP1,BHLHE40_perturbed,0.9069143650376272
XBP1,control,0.0
XBP1,control,0.4110932127094466
XBP1,control,0.0
XBP1,control,0.5888196400511853
XBP1,control,0.4751606253554517
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,0.9634087226593487
XBP1,control,0.6119503072059062
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,0.600768547384343
XBP1,control,0.0
XBP1,control,0.7169701611544416
XBP1,control,0.0
XBP1,control,0.9690564881452822
XBP1,control,0.5987301908555231
XBP1,control,0.0
XBP1,control,0.9913667583145122
XBP1,control,0.9899299328762643
XBP1,control,0.5325293137498514
XBP1,control,0.7119642490623006
XBP1,control,0.9645627432852045
XBP1,control,1.6940517177145742
XBP1,control,0.7129702006207729
XBP1,control,0.0
XBP1,control,0.5288677775367767
XBP1,control,0.6186306955192087
XBP1,control,0.6856572494892331
XBP1,control,0.5914725134643238
XBP1,control,0.0
XBP1,control,0.5896057713666824
XBP1,control,0.40002347699100005
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,1.0352129781707744
XBP1,control,0.4017662927947068
XBP1,control,1.0728899040282946
XBP1,control,0.0
XBP1,control,0.3701753736929285
XBP1,control,1.0897579953253786
XBP1,control,0.0
XBP1,control,1.054140697782158
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,0.3849410261477882
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,0.4799954370188335
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,0.6162696325727415
XBP1,control,0.0
XBP1,control,0.5684789898684591
XBP1,control,0.7149910172549234
XBP1,control,0.0
XBP1,control,1.1275620398241597
XBP1,control,0.0
XBP1,control,0.594222815734344
XBP1,control,0.7022190315402211
XBP1,control,0.0
XBP1,control,0.968144006619886
XBP1,control,0.0
XBP1,control,1.0708687410637994
XBP1,control,0.0
XBP1,control,0.5704445421366989
XBP1,control,0.9510051678094026
XBP1,control,0.0
XBP1,control,0.3973657823174132
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,1.0820894894919584
XBP1,control,0.0
XBP1,control,0.0
XBP1,control,1.3372601705487512
XBP1,control,0.5561134183952652
XBP1,control,0.0
XBP1,control,0.45348628116692236
XBP1,control,0.0
